ImageX,ImageY,Band01,Band02,Band03,Band04,Band05,Band06,Band07,Band08,Band8A,Band09,Band11,Band12
22,79,10,15,19,23,28,36,38,46,40,42,31,42
22,80,10,14,15,18,24,29,31,30,32,35,32,34
22,81,10,14,17,17,18,23,25,24,33,28,27,28
22,82,14,21,25,28,33,38,39,46,43,44,35,42
22,83,13,17,21,25,28,38,39,43,45,43,35,43
22,84,12,16,23,28,37,47,51,56,54,60,47,56
22,85,18,22,29,33,36,50,53,59,54,58,46,54
22,86,17,21,26,33,39,43,46,49,50,54,49,50
22,87,13,18,24,29,34,43,44,47,49,48,45,49
22,88,8,15,21,24,29,42,45,49,48,47,38,49
22,89,9,18,24,27,29,39,43,49,44,42,35,46
22,90,9,15,20,22,29,38,42,47,44,45,37,45
22,91,8,16,20,23,30,42,45,51,49,53,40,50
22,92,6,16,23,33,39,46,51,58,56,81,62,58
22,93,9,19,27,42,49,57,64,73,77,83,53,73
22,94,8,18,26,38,43,49,54,64,64,92,67,63
22,95,3,14,23,31,40,48,53,61,60,81,52,61
22,96,11,20,31,44,57,70,76,86,87,88,57,88
22,97,12,22,34,47,60,72,78,89,88,89,57,90
22,98,7,11,21,25,33,48,52,62,58,59,44,61
22,99,2,3,8,10,16,21,23,22,34,31,21,28
22,100,5,13,21,26,37,56,63,71,72,67,47,70
22,101,4,10,21,20,37,65,75,87,76,72,43,86
22,102,2,7,13,18,28,55,62,73,74,74,46,70
22,103,2,8,14,19,31,54,61,69,70,74,46,70
22,104,3,9,13,20,22,24,27,33,34,72,65,33
22,105,6,14,21,30,39,57,64,75,76,94,63,74
22,106,6,14,21,28,38,55,63,73,72,90,61,72
22,107,7,18,28,41,49,58,64,74,75,98,68,75
22,108,3,10,18,28,36,48,54,63,67,82,53,64
22,109,8,21,30,41,47,56,61,70,72,95,64,71
22,110,11,25,36,51,61,73,79,89,83,96,63,90
22,111,4,11,17,27,35,46,52,61,62,86,54,62
22,112,3,10,16,22,34,49,56,67,67,80,51,66
22,113,10,19,26,37,40,52,58,67,64,93,67,66
22,114,9,17,24,35,39,47,52,58,61,92,70,60
22,115,8,16,23,31,39,51,55,63,65,86,63,64
22,116,9,18,26,37,44,54,60,64,66,93,66,66
22,117,9,20,31,43,55,66,72,80,80,99,66,81
22,118,4,9,17,24,34,48,54,64,68,79,48,63
22,119,7,14,22,30,41,50,56,65,66,92,60,65
22,120,9,19,29,42,50,56,61,70,72,102,75,72
22,121,7,15,23,32,42,59,69,79,71,93,62,79
22,122,8,16,27,35,47,66,72,83,79,90,57,81
22,123,10,18,27,39,45,51,57,64,63,95,74,65
22,124,10,18,25,34,44,52,57,64,61,88,72,66
22,125,4,11,17,26,36,53,61,70,70,91,57,71
23,1,0,3,5,3,10,26,32,35,34,14,7,35
23,2,0,3,4,2,8,24,29,30,38,14,8,32
23,3,0,4,4,4,9,27,33,38,36,14,7,35
23,4,5,9,14,14,22,40,47,51,53,40,30,52
23,5,0,3,5,3,9,31,37,41,42,12,6,40
23,6,0,2,4,3,7,25,30,34,31,10,5,33
23,7,0,3,6,4,11,29,34,37,37,16,9,37
23,8,1,4,6,6,11,26,30,32,35,22,12,34
23,9,2,3,6,4,10,26,31,34,34,18,10,35
23,10,2,4,6,6,11,26,29,32,36,21,12,34
23,11,3,3,6,5,11,26,30,32,36,19,12,34
23,12,1,4,7,6,13,30,35,42,40,21,12,39
23,13,1,3,6,5,12,28,32,36,36,21,12,36
23,14,1,4,6,6,12,28,32,35,36,20,12,36
23,15,2,4,7,6,12,29,33,36,44,22,14,37
23,16,3,5,9,10,20,36,43,48,46,36,23,49
23,17,0,2,4,3,9,27,33,34,35,11,6,36
23,18,1,3,6,4,11,29,34,38,37,16,8,37
23,19,0,2,5,4,10,28,33,34,37,15,8,37
23,20,1,5,9,9,15,29,34,35,41,27,16,37
23,21,2,5,8,9,16,30,34,38,38,29,16,39
23,22,1,3,5,5,12,26,32,34,39,21,12,36
23,23,4,4,7,7,15,29,33,36,42,29,16,39
23,24,2,3,5,5,11,26,32,32,37,22,13,35
23,25,3,6,8,12,18,29,34,38,42,39,24,40
23,26,3,5,9,10,16,30,35,39,38,31,19,39
23,27,3,6,9,14,20,29,34,40,39,47,29,43
23,28,5,8,12,18,23,33,38,44,47,49,31,46
23,29,3,6,8,9,17,32,38,45,41,28,18,44
23,30,2,5,7,8,14,26,29,34,36,25,15,34
23,31,3,3,6,6,11,23,27,31,35,18,11,30
23,32,2,4,6,6,11,25,29,34,35,21,12,33
23,33,3,7,11,13,19,32,38,43,42,34,21,44
23,34,3,5,7,9,15,29,36,40,41,34,20,41
23,35,7,13,18,24,31,45,51,59,60,74,48,59
23,36,8,15,20,29,36,46,51,58,60,81,51,60
23,37,5,11,15,21,29,40,45,52,54,67,41,53
23,38,2,7,12,15,20,29,33,42,40,39,26,37
23,39,2,8,12,16,23,34,39,48,43,47,28,48
23,40,6,12,19,25,35,50,57,67,67,76,44,66
23,41,2,8,13,17,27,37,42,51,53,61,36,51
23,42,1,3,5,6,10,19,23,27,29,23,14,27
23,43,2,4,6,8,12,22,27,28,40,28,17,30
23,44,5,9,15,20,30,43,50,59,67,71,41,62
23,45,5,9,16,16,31,51,60,71,68,67,39,68
23,46,2,6,10,12,17,28,33,37,43,33,20,38
23,47,1,2,6,7,13,23,27,30,41,28,16,31
23,48,5,11,17,23,33,45,53,61,63,75,46,62
23,49,5,9,15,19,29,45,52,59,62,65,38,60
23,50,5,10,15,22,30,40,46,53,54,67,42,55
23,51,5,10,15,21,31,47,54,62,66,72,43,64
23,52,5,10,14,21,29,38,44,51,56,66,40,53
23,53,6,10,15,21,30,39,46,55,59,72,45,56
23,54,4,9,13,19,26,33,37,43,44,63,39,44
23,55,3,8,12,13,21,33,38,43,44,44,27,46
23,56,3,8,13,15,21,29,33,44,42,50,30,39
23,57,5,9,15,17,29,35,40,49,45,61,37,48
23,58,6,9,12,14,21,29,32,38,38,45,31,39
23,59,5,9,12,17,24,33,37,45,44,60,37,45
23,60,3,7,10,13,21,31,36,42,41,45,29,44
23,61,6,10,14,21,28,37,43,51,57,69,43,53
23,62,10,16,21,28,34,48,54,59,62,67,49,62
23,63,7,11,16,21,30,49,55,64,64,64,40,64
23,64,7,10,14,21,29,43,50,55,60,69,43,58
23,65,8,12,16,23,26,28,31,36,41,66,55,37
23,66,7,10,17,21,30,67,73,82,77,65,39,83
23,67,8,12,19,25,34,47,53,60,63,67,43,62
23,68,7,12,16,21,30,40,47,56,60,66,43,55
23,69,7,12,18,24,32,40,45,52,53,54,36,53
23,70,10,13,17,21,27,36,41,46,45,44,34,46
23,71,11,10,13,15,23,32,35,39,41,37,29,37
23,72,9,12,16,18,24,38,43,47,45,41,31,47
23,73,11,19,24,27,32,40,46,49,48,44,38,48
23,74,11,14,17,21,28,37,42,44,44,42,34,44
23,75,13,17,21,23,29,37,40,44,44,41,34,43
23,76,10,14,19,21,30,40,46,48,44,44,35,47
23,77,10,13,21,22,36,57,64,70,76,65,40,73
23,78,10,16,20,24,30,38,42,46,46,48,37,46
23,79,16,18,23,27,30,31,32,40,37,37,34,33
23,80,16,21,24,25,26,31,33,33,33,36,35,33
23,81,16,17,18,21,25,26,27,27,32,33,31,29
23,82,16,20,26,30,31,38,39,40,40,46,40,39
23,83,10,16,21,26,30,36,39,42,41,42,33,41
23,84,11,14,19,22,29,37,38,43,43,38,29,41
23,85,15,20,25,27,34,39,41,45,42,49,41,43
23,86,11,18,23,27,33,43,48,51,49,43,40,48
23,87,8,13,21,24,33,46,51,58,48,48,39,55
23,88,8,18,22,26,32,42,43,49,47,48,39,47
23,89,8,13,19,25,30,39,42,49,50,47,39,48
23,90,9,15,21,25,36,44,48,54,51,54,44,53
23,91,9,13,19,23,30,41,45,52,47,49,38,49
23,92,17,23,31,36,39,43,46,51,53,62,48,50
23,93,9,18,25,36,42,50,54,61,65,82,59,60
23,94,5,14,20,27,33,47,54,63,59,81,56,62
23,95,7,17,25,38,44,48,52,59,61,91,67,60
23,96,15,27,41,60,73,89,96,107,109,95,62,109
23,97,8,20,31,38,56,84,94,109,106,85,51,106
23,98,2,7,16,16,32,59,73,91,91,60,38,81
23,99,1,3,10,9,15,23,28,27,42,20,14,30
23,100,2,9,21,16,36,75,86,96,94,65,35,95
23,101,3,11,20,22,37,73,84,93,93,74,44,92
23,102,5,12,22,30,39,78,87,98,95,79,51,97
23,103,1,7,14,17,30,52,59,67,67,76,44,68
23,104,4,11,18,23,35,55,62,71,70,86,53,70
23,105,3,9,14,21,26,46,52,62,59,81,62,60
23,106,9,18,27,40,50,61,68,79,78,93,64,79
23,107,4,11,18,25,35,45,50,61,61,84,57,59
23,108,1,9,19,24,36,62,72,80,81,76,44,82
23,109,7,15,23,30,39,57,62,67,67,81,54,68
23,110,3,10,16,21,31,51,59,67,67,78,47,67
23,111,4,11,18,24,36,51,57,65,68,83,52,65
23,112,6,17,29,39,53,69,75,85,84,92,60,87
23,113,9,19,30,44,52,60,66,75,76,98,68,76
23,114,7,17,28,40,49,62,70,77,81,96,65,80
23,115,6,14,23,31,42,60,68,77,75,80,52,76
23,116,9,17,27,37,44,61,68,74,78,91,64,77
23,117,9,20,32,43,55,67,74,83,83,97,62,85
23,118,4,10,17,22,34,56,64,74,77,76,46,74
23,119,9,19,30,41,51,61,67,75,76,100,70,78
23,120,9,20,27,33,38,50,57,65,66,86,60,67
23,121,16,27,39,57,69,83,90,101,101,96,62,101
23,122,7,17,27,37,46,59,64,72,73,86,52,74
23,123,15,23,35,48,64,77,83,91,93,94,65,94
23,124,6,16,26,34,45,63,68,77,76,90,63,78
23,125,3,9,17,22,36,55,63,71,70,79,48,73
24,1,3,6,5,4,7,17,19,20,32,9,6,21
24,2,0,3,5,3,9,33,41,45,44,12,6,46
24,3,9,16,19,20,22,34,37,42,49,45,38,43
24,4,1,5,6,4,9,28,36,38,44,11,6,40
24,5,1,3,6,5,11,28,33,38,34,20,11,36
24,6,0,3,6,4,10,27,32,35,33,17,9,34
24,7,2,4,7,6,12,29,35,40,38,22,12,38
24,8,3,6,12,14,21,34,39,43,44,37,23,46
24,9,8,11,15,12,17,31,37,41,39,31,20,42
24,10,2,4,7,8,15,29,33,36,36,24,15,37
24,11,1,3,6,5,10,25,30,33,35,17,10,33
24,12,1,3,6,5,12,27,32,36,39,19,11,36
24,13,2,3,6,5,11,26,31,35,35,20,12,35
24,14,1,3,5,4,11,29,33,37,37,17,10,36
24,15,1,3,7,5,14,39,45,46,48,20,10,51
24,16,5,7,11,15,23,33,37,42,50,43,26,44
24,17,1,3,6,4,12,30,36,38,40,17,9,39
24,18,0,2,6,5,12,34,39,45,42,16,8,44
24,19,1,2,5,4,10,26,32,34,36,16,9,35
24,20,0,3,5,4,10,25,30,34,40,16,9,33
24,21,2,2,5,4,10,25,29,29,39,20,12,33
24,22,3,5,9,13,20,33,37,42,50,40,23,45
24,23,9,13,16,22,32,40,45,48,57,67,46,53
24,24,1,2,5,4,9,25,30,32,34,16,9,33
24,25,1,3,6,6,11,27,32,34,34,21,12,35
24,26,2,3,6,6,12,26,31,34,35,20,11,36
24,27,3,5,9,10,16,29,33,37,36,24,18,37
24,28,2,3,6,6,12,28,33,35,36,20,11,37
24,29,3,5,8,8,17,31,37,40,42,33,20,44
24,30,1,4,7,7,14,30,35,40,32,22,13,39
24,31,2,3,5,4,10,24,28,31,39,18,10,32
24,32,1,3,5,4,10,26,31,33,31,17,9,34
24,33,4,5,7,8,16,26,32,32,36,29,18,34
24,34,1,4,7,7,13,27,31,34,33,24,14,36
24,35,5,10,15,19,26,39,44,53,54,57,34,52
24,36,6,12,17,22,30,44,49,55,57,64,40,57
24,37,1,4,6,6,11,24,30,32,37,19,12,33
24,38,1,4,7,8,13,25,29,35,34,26,16,34
24,39,0,3,4,4,9,21,25,27,30,18,11,28
24,40,3,10,15,19,26,36,41,49,48,49,33,49
24,41,5,10,16,21,30,43,48,56,57,71,42,57
24,42,1,4,7,8,12,21,24,31,30,28,16,28
24,43,0,3,5,5,9,18,21,24,26,20,11,24
24,44,1,4,6,7,13,23,27,28,45,28,16,32
24,45,2,5,9,12,17,29,35,39,44,35,22,40
24,46,2,5,9,11,15,24,29,39,42,31,19,32
24,47,7,12,18,21,33,49,55,64,72,71,45,64
24,48,7,14,21,29,40,55,64,76,78,83,50,76
24,49,5,11,15,23,31,39,45,52,57,73,46,55
24,50,6,12,17,24,34,42,49,58,62,79,49,58
24,51,6,12,18,23,35,52,59,66,68,71,43,67
24,52,4,8,14,16,26,37,42,48,50,60,37,49
24,53,6,8,11,15,19,28,33,37,42,39,26,38
24,54,6,11,16,21,29,41,46,51,56,63,40,56
24,55,5,12,17,23,31,42,48,55,61,73,45,55
24,56,5,12,17,24,36,49,57,68,71,78,47,68
24,57,5,10,15,20,30,42,48,59,64,72,43,59
24,58,6,11,17,20,34,49,57,65,77,70,46,70
24,59,8,14,20,28,37,48,57,67,69,81,54,67
24,60,4,6,9,13,18,29,32,37,44,36,24,36
24,61,4,6,10,12,18,27,31,37,39,39,24,38
24,62,6,10,14,18,26,34,39,45,46,57,36,47
24,63,6,10,15,19,25,33,38,44,46,53,37,49
24,64,6,9,14,17,24,35,41,46,52,54,36,49
24,65,7,12,18,22,34,54,61,71,71,67,41,70
24,66,8,12,18,25,33,46,52,58,61,76,49,60
24,67,7,10,16,19,31,48,54,62,64,67,42,63
24,68,9,14,20,25,32,38,41,48,52,79,55,50
24,69,9,14,19,25,31,40,45,52,54,63,44,51
24,70,12,13,17,20,28,38,43,46,45,43,35,44
24,71,10,11,16,22,30,39,44,44,48,45,37,49
24,72,12,16,23,26,35,46,50,55,52,53,43,53
24,73,12,14,19,24,33,47,52,49,53,49,37,55
24,74,11,21,27,31,39,48,52,56,58,63,49,57
24,75,10,15,20,21,26,37,40,46,45,40,31,45
24,76,13,19,21,25,30,38,41,45,41,41,33,45
24,77,12,16,20,23,27,35,39,42,43,40,34,43
24,78,14,16,24,28,38,38,41,51,49,47,39,44
24,79,12,16,20,24,28,41,46,48,44,42,34,49
24,80,11,14,18,22,25,35,38,41,40,36,31,40
24,81,15,14,20,23,28,37,39,41,41,44,36,41
24,82,23,25,30,37,41,44,46,50,49,56,51,49
24,83,13,17,22,24,30,42,44,47,47,45,38,46
24,84,14,19,23,28,32,39,41,45,45,46,38,44
24,85,10,8,17,17,31,43,47,53,52,51,33,53
24,86,7,14,19,24,32,43,45,50,53,59,42,51
24,87,10,19,24,29,35,43,46,46,46,49,39,47
24,88,10,16,22,26,29,38,41,44,46,45,39,44
24,89,17,18,25,29,35,40,44,46,48,53,45,45
24,90,1,0,1,1,0,0,0,3,34,7,4,0
24,91,2,9,15,21,29,41,46,53,52,60,40,55
24,92,7,13,20,25,33,43,48,54,54,67,47,55
24,93,4,12,20,27,37,43,48,52,53,65,46,54
24,94,12,20,28,42,49,62,67,76,74,91,66,77
24,95,11,23,32,47,51,59,61,71,64,90,68,70
24,96,14,23,28,35,37,46,50,54,58,70,51,54
24,97,11,17,24,36,41,48,51,55,55,72,56,55
24,98,8,14,18,21,26,41,44,50,53,46,38,48
24,99,0,0,4,1,0,0,0,0,3,1,2,0
24,100,4,9,17,23,33,50,57,64,66,68,41,66
24,101,4,11,18,26,37,51,61,69,66,75,46,68
24,102,4,10,18,22,34,54,60,71,71,77,46,69
24,103,2,9,14,21,30,45,52,61,60,76,46,61
24,104,5,13,19,25,36,58,66,76,71,79,49,76
24,105,5,12,19,26,37,51,57,67,66,84,53,66
24,106,5,15,26,33,45,67,74,84,83,88,58,86
24,107,4,13,21,29,38,58,65,76,74,79,49,75
24,108,15,19,27,33,41,53,60,66,62,73,54,65
24,109,7,14,23,30,39,56,62,71,69,74,52,71
24,110,5,13,22,27,39,52,58,70,70,81,53,68
24,111,3,10,18,23,35,51,57,65,68,77,47,67
24,112,5,14,22,31,38,53,59,66,66,82,56,68
24,113,9,16,26,32,43,56,63,69,72,80,51,73
24,114,9,17,27,32,42,58,64,72,67,87,62,72
24,115,9,14,22,29,41,54,62,71,67,81,59,72
24,116,16,27,37,54,62,68,74,82,83,98,69,84
24,117,12,21,31,43,51,62,68,76,76,92,65,78
24,118,6,11,20,25,38,58,67,73,74,79,49,75
24,119,5,10,18,24,37,55,62,69,70,81,50,71
24,120,15,24,33,48,58,69,77,91,94,99,63,88
24,121,10,14,21,27,36,57,66,75,81,87,57,76
24,122,4,11,18,24,34,53,60,68,67,88,56,69
24,123,5,11,19,25,37,54,60,68,67,79,49,68
24,124,6,13,23,28,37,49,55,61,64,81,52,61
24,125,7,14,20,28,35,44,49,54,57,85,58,57
25,1,10,16,16,15,20,26,29,35,44,14,11,32
25,2,0,3,4,2,7,19,25,26,31,9,6,27
25,3,0,2,4,3,8,29,37,39,38,12,5,39
25,4,21,29,32,33,37,42,45,49,56,67,58,50
25,5,9,14,12,9,15,30,34,39,40,14,7,35
25,6,0,2,5,3,10,32,36,37,38,14,7,41
25,7,0,4,6,5,10,27,31,34,35,18,9,35
25,8,7,12,13,3,2,0,1,1,14,1,1,1
25,9,9,14,15,4,2,0,0,0,2,1,1,0
25,10,1,4,8,6,12,27,31,32,36,19,11,34
25,11,2,3,6,7,11,25,29,35,37,22,15,33
25,12,1,3,5,4,10,25,28,32,35,17,10,34
25,13,2,4,7,6,12,32,37,38,36,24,13,42
25,14,1,2,5,4,10,28,33,36,37,15,7,37
25,15,1,3,6,4,10,29,35,38,37,16,9,38
25,16,1,3,6,5,12,29,35,38,36,22,12,38
25,17,11,15,18,24,30,34,40,44,44,69,52,44
25,18,3,4,7,7,14,30,35,39,39,28,17,39
25,19,3,6,9,10,16,33,37,43,40,30,18,42
25,20,1,2,5,4,11,26,30,33,34,18,10,33
25,21,4,6,10,11,19,33,37,41,43,36,25,41
25,22,4,7,11,15,19,33,39,47,50,41,26,49
25,23,1,3,7,6,13,30,35,40,43,21,10,39
25,24,1,3,5,4,9,24,29,33,33,15,8,32
25,25,1,2,5,4,8,23,28,30,30,13,7,31
25,26,1,3,5,4,11,27,33,37,37,20,11,37
25,27,4,5,8,9,19,31,37,39,45,34,21,42
25,28,2,5,8,9,16,27,33,38,46,31,19,38
25,29,2,3,5,5,10,23,27,29,36,19,11,30
25,30,1,3,6,6,12,27,31,34,34,23,13,35
25,31,1,5,7,8,13,27,32,36,36,25,14,37
25,32,2,4,7,8,13,25,30,31,35,28,17,33
25,33,2,4,7,6,12,27,31,34,35,22,14,35
25,34,1,4,7,7,13,25,30,32,32,22,13,33
25,35,0,3,5,5,11,24,27,30,32,20,12,31
25,36,0,2,5,5,10,26,30,33,33,22,12,34
25,37,1,4,6,6,10,21,25,30,34,19,12,28
25,38,4,8,11,14,21,32,36,41,47,42,27,43
25,39,5,11,15,22,27,34,39,46,48,60,41,48
25,40,7,14,19,28,38,48,55,65,64,76,47,65
25,41,5,9,14,20,30,41,49,57,67,64,36,60
25,42,2,6,9,12,16,24,27,33,32,29,19,32
25,43,2,3,6,6,14,24,28,30,38,31,17,34
25,44,3,10,15,22,31,39,45,57,56,65,40,56
25,45,5,10,15,19,25,37,42,50,57,54,34,51
25,46,4,10,15,21,26,35,42,51,51,55,36,50
25,47,6,12,18,26,36,48,54,63,70,78,47,65
25,48,4,11,16,24,34,47,54,62,68,70,40,64
25,49,5,11,16,24,31,41,48,59,64,72,43,59
25,50,5,10,14,21,29,38,45,52,54,72,44,56
25,51,6,11,17,20,32,38,43,51,52,61,41,49
25,52,6,11,17,22,31,44,49,57,56,71,46,58
25,53,5,10,15,20,28,40,46,55,57,68,42,56
25,54,6,11,17,21,33,51,59,69,71,75,46,69
25,55,7,12,18,24,35,51,59,66,71,82,51,68
25,56,6,11,18,24,35,49,56,66,71,79,47,67
25,57,6,11,16,22,33,45,53,63,66,80,49,65
25,58,8,14,21,28,37,48,54,62,67,84,54,64
25,59,6,10,17,19,32,55,62,70,73,63,37,72
25,60,6,11,16,22,30,43,49,57,57,71,43,58
25,61,7,11,18,20,30,41,46,56,55,67,44,54
25,62,3,7,12,13,21,31,36,44,45,35,23,42
25,63,5,8,13,13,27,56,70,72,93,49,28,81
25,64,5,8,16,12,26,68,83,95,100,54,30,101
25,65,5,8,14,16,25,34,37,43,43,46,33,45
25,66,2,5,7,8,14,24,28,31,33,29,17,33
25,67,2,5,8,9,15,26,30,32,35,30,19,35
25,68,5,10,16,18,29,51,59,68,74,61,37,68
25,69,18,25,32,39,44,48,51,55,61,82,77,56
25,70,7,12,17,24,30,38,45,52,53,71,45,54
25,71,10,13,17,21,27,38,44,49,50,45,32,48
25,72,11,15,19,22,28,36,42,43,48,43,36,44
25,73,11,17,21,25,29,40,46,45,46,45,38,49
25,74,12,17,24,27,32,40,45,51,52,52,42,51
25,75,11,17,21,23,28,38,43,46,45,40,32,47
25,76,12,15,20,22,28,38,42,44,48,40,31,45
25,77,10,16,20,23,26,34,38,42,42,37,32,42
25,78,11,16,20,25,27,34,37,44,38,35,29,40
25,79,10,12,16,19,22,31,33,38,39,32,24,36
25,80,8,12,15,17,24,36,39,40,42,34,25,41
25,81,9,12,16,19,26,36,37,41,45,40,34,40
25,82,16,26,30,35,36,42,44,49,48,54,46,46
25,83,18,27,35,41,42,46,48,55,51,62,58,51
25,84,18,25,30,34,35,36,37,41,39,47,46,39
25,85,7,10,17,24,32,42,48,57,54,66,42,56
25,86,5,11,18,21,31,41,46,57,52,57,39,52
25,87,8,15,20,24,29,39,43,49,44,43,34,46
25,88,9,17,21,26,32,39,42,48,48,46,38,43
25,89,14,12,18,24,34,52,58,66,64,77,50,64
25,90,1,9,16,23,32,50,55,64,65,72,48,63
25,91,4,10,16,23,31,44,48,57,56,68,48,57
25,92,9,16,24,36,42,50,55,61,60,73,55,63
25,93,5,12,21,27,36,48,53,66,60,74,47,62
25,94,4,11,22,25,39,67,76,88,81,76,45,85
25,95,5,16,24,37,46,65,73,84,84,86,50,82
25,96,3,11,19,24,36,61,69,80,76,77,48,77
25,97,10,18,26,35,39,43,46,51,48,74,67,48
25,98,7,14,19,24,29,39,42,49,50,43,35,46
25,99,0,2,5,4,3,6,5,5,15,6,4,7
25,100,6,13,21,24,30,51,57,69,69,57,39,65
25,101,11,21,31,46,54,66,72,84,76,85,58,82
25,102,3,8,15,19,31,55,62,73,69,61,41,71
25,103,2,8,15,21,30,45,51,59,60,77,49,61
25,104,5,12,20,28,38,51,58,67,65,80,51,68
25,105,3,11,19,26,35,53,60,71,65,82,52,71
25,106,5,14,22,30,38,54,59,70,66,87,60,67
25,107,7,12,19,25,36,58,66,74,72,85,56,73
25,108,4,11,18,27,35,52,58,69,68,80,51,69
25,109,11,22,32,44,54,70,77,85,81,92,59,88
25,110,5,12,19,28,36,51,58,67,67,88,56,69
25,111,5,13,22,26,35,36,38,43,50,47,31,41
25,112,4,10,17,25,35,49,57,67,67,85,53,68
25,113,6,16,27,35,49,68,77,87,88,82,52,88
25,114,5,13,22,28,44,69,78,85,86,82,48,87
25,115,5,13,24,30,42,70,78,88,88,78,45,89
25,116,6,12,22,26,41,72,84,92,90,76,47,91
25,117,2,6,16,11,28,68,77,85,84,60,34,84
25,118,7,15,26,33,43,60,68,74,77,85,56,77
25,119,5,12,19,24,33,54,61,70,70,79,56,68
25,120,4,9,17,22,36,58,66,74,73,83,50,77
25,121,5,13,21,27,37,56,63,71,69,81,52,72
25,122,5,12,19,27,35,47,54,61,65,87,56,64
25,123,17,30,44,66,77,82,89,100,98,105,70,101
25,124,4,10,17,24,34,43,48,54,56,85,55,57
25,125,2,8,14,22,28,35,40,46,49,70,48,48
26,1,34,34,39,35,40,46,47,42,61,50,46,49
26,2,24,21,18,14,19,24,27,23,53,26,25,29
26,3,2,4,8,7,12,28,33,33,36,15,8,37
26,4,1,4,5,4,9,16,20,21,30,15,9,23
26,5,11,18,21,22,27,36,39,43,42,50,44,43
26,6,1,3,6,4,11,27,31,37,38,19,10,36
26,7,2,5,6,4,9,23,25,28,20,13,7,26
26,8,2,4,7,7,14,28,32,36,40,26,16,36
26,9,1,6,6,4,6,10,12,12,14,7,4,12
26,10,2,5,8,8,18,42,49,53,53,30,16,56
26,11,1,2,5,4,10,26,31,33,36,18,9,34
26,12,5,9,12,16,21,33,38,43,48,45,28,46
26,13,1,3,5,4,10,27,32,33,36,16,9,35
26,14,1,3,6,4,11,32,38,40,41,15,8,42
26,15,12,16,20,28,33,37,41,47,49,69,50,48
26,16,4,4,6,5,13,26,31,34,41,29,18,34
26,17,8,7,11,14,19,33,36,40,43,40,27,42
26,18,3,5,9,9,17,32,35,39,38,33,21,39
26,19,3,8,11,13,17,27,31,38,36,37,25,35
26,20,0,3,5,4,10,27,31,35,34,15,8,36
26,21,0,2,5,4,10,29,34,39,40,15,8,40
26,22,1,3,6,5,13,30,36,42,40,22,12,39
26,23,0,2,5,4,8,24,28,32,34,14,8,32
26,24,0,3,5,4,9,23,28,30,33,15,8,31
26,25,0,3,5,5,11,28,33,36,37,18,10,37
26,26,2,6,9,10,19,34,39,41,42,33,21,45
26,27,1,2,4,3,9,23,28,31,30,14,8,31
26,28,5,8,12,17,23,32,38,44,48,55,33,46
26,29,2,4,7,8,13,26,31,34,38,28,16,35
26,30,2,5,8,10,17,31,36,42,42,43,27,43
26,31,2,4,6,6,11,26,31,31,36,19,11,35
26,32,2,3,6,6,12,25,29,31,33,19,12,33
26,33,3,6,9,12,16,28,33,37,41,32,21,38
26,34,2,5,7,9,15,27,32,36,39,26,15,36
26,35,3,8,12,19,25,33,38,47,46,63,35,47
26,36,3,7,11,17,23,30,35,42,43,61,36,44
26,37,4,9,13,21,26,33,39,47,51,71,42,48
26,38,2,7,11,15,20,27,32,38,41,48,30,39
26,39,4,9,13,19,24,38,44,51,50,54,33,52
26,40,6,13,20,29,41,54,61,73,78,80,46,75
26,41,5,11,16,25,33,43,49,56,66,72,44,59
26,42,4,9,14,20,29,45,53,63,66,65,38,63
26,43,6,11,17,24,35,50,57,65,70,69,40,67
26,44,5,10,16,20,32,52,61,69,77,70,40,71
26,45,6,10,17,21,34,53,61,69,75,71,42,72
26,46,6,12,19,26,36,46,52,61,67,72,43,61
26,47,5,10,15,24,31,40,46,54,62,71,42,57
26,48,5,11,16,24,31,42,49,58,65,74,43,60
26,49,4,8,13,18,24,33,38,42,43,49,32,45
26,50,5,10,15,20,26,35,40,48,44,54,40,47
26,51,7,13,19,24,30,39,42,50,44,65,49,49
26,52,7,12,18,22,32,46,53,61,62,73,47,64
26,53,5,10,16,17,31,57,66,75,75,68,38,75
26,54,3,8,15,14,28,58,69,76,76,62,34,77
26,55,7,15,23,33,42,51,58,67,71,83,58,67
26,56,7,12,18,24,35,50,57,66,68,79,48,66
26,57,6,11,16,23,32,44,50,57,63,69,44,59
26,58,5,10,15,23,30,54,62,71,72,70,42,71
26,59,5,12,19,26,37,53,60,70,72,75,48,70
26,60,7,12,18,23,33,47,54,62,67,74,46,63
26,61,6,11,17,21,30,46,52,61,61,71,43,61
26,62,7,10,16,19,30,52,58,67,64,64,39,67
26,63,8,13,17,22,30,49,55,65,60,64,41,62
26,64,8,13,19,24,32,49,57,65,61,62,39,66
26,65,8,12,18,20,26,39,46,50,52,53,34,53
26,66,8,11,16,19,25,38,43,47,52,41,29,48
26,67,9,12,17,22,30,39,45,50,50,62,41,52
26,68,6,8,11,16,22,29,33,41,41,50,32,41
26,69,5,7,11,13,19,31,35,43,44,41,26,43
26,70,10,16,21,26,32,44,50,55,49,51,39,54
26,71,11,17,22,27,33,42,48,52,54,58,45,50
26,72,11,16,21,24,31,42,46,49,49,49,37,51
26,73,14,18,22,25,29,36,38,42,45,40,37,40
26,74,12,16,21,26,32,44,50,57,54,59,44,57
26,75,12,16,19,24,30,40,43,52,45,44,35,48
