ImageX,ImageY,Band01,Band02,Band03,Band04,Band05,Band06,Band07,Band08,Band8A,Band09,Band11,Band12
57,64,3,7,11,15,17,26,30,30,37,33,25,34
57,65,7,11,16,21,32,41,46,51,55,56,37,54
57,66,9,14,19,27,35,47,53,61,64,84,57,62
57,67,6,10,15,20,29,47,55,61,63,70,44,63
57,68,6,10,15,21,29,41,47,55,54,76,48,57
57,69,6,11,15,21,28,34,39,46,49,68,42,49
57,70,6,10,15,19,31,48,55,62,67,71,44,64
57,71,8,12,17,25,34,48,55,62,67,83,51,64
57,72,7,11,16,22,28,42,47,53,54,69,44,55
57,73,6,11,16,21,30,47,54,66,62,68,44,63
57,74,7,11,16,21,27,44,51,59,58,73,51,59
57,75,7,11,16,21,29,42,49,57,60,71,49,58
57,76,8,13,19,26,34,44,50,58,57,74,51,58
57,77,5,10,15,23,28,39,46,53,57,72,48,55
57,78,6,11,16,22,29,45,51,58,60,64,41,59
57,79,7,13,19,27,36,46,53,60,65,78,48,63
57,80,12,21,29,41,46,54,57,66,66,89,66,65
57,81,13,24,32,45,50,55,58,65,66,95,73,65
57,82,8,13,19,26,33,48,55,63,63,77,51,65
57,83,5,10,15,17,29,54,63,72,71,73,46,72
57,84,2,8,13,21,27,35,41,48,51,64,40,49
57,85,4,11,17,27,31,42,50,61,59,78,48,59
57,86,4,11,17,25,32,41,48,60,61,77,48,59
57,87,3,8,13,22,29,44,48,55,57,72,47,57
57,88,2,8,14,21,28,38,44,52,53,74,46,52
57,89,21,36,49,71,78,83,89,101,104,98,68,98
57,90,6,16,23,35,40,49,53,62,67,87,60,63
57,91,4,14,23,33,38,50,59,66,68,84,57,69
57,92,19,34,47,69,76,84,90,106,110,97,67,99
57,93,4,10,16,24,34,49,56,63,64,77,50,64
57,94,3,10,16,21,32,49,55,63,63,77,49,63
57,95,3,9,15,20,29,44,50,59,58,75,48,58
57,96,4,11,18,24,33,45,51,60,59,82,49,60
57,97,5,12,18,24,31,40,45,53,53,81,58,52
57,98,3,8,14,20,27,43,49,56,55,76,48,56
57,99,3,9,16,21,31,50,56,65,64,73,48,64
57,100,5,12,20,23,34,58,66,74,72,77,50,72
57,101,14,26,36,53,61,67,74,84,80,93,67,83
57,102,3,10,17,19,30,62,68,77,73,69,48,77
57,103,6,12,19,27,34,46,52,59,60,81,57,61
57,104,6,12,18,25,34,51,56,65,64,87,57,65
57,105,9,19,27,39,45,50,54,61,62,94,72,62
57,106,4,10,16,24,33,45,51,59,59,80,54,59
57,107,7,15,21,30,38,49,55,62,62,94,66,65
57,108,7,15,21,29,37,44,49,56,56,87,65,57
57,109,4,12,18,28,34,39,45,51,51,81,54,54
57,110,9,18,26,41,44,48,53,60,60,93,70,62
57,111,8,17,25,37,42,46,50,57,56,91,71,57
57,112,2,9,15,24,33,41,48,57,57,81,50,58
57,113,9,18,25,36,42,49,55,62,62,89,65,63
57,114,14,23,32,47,54,58,63,71,70,94,68,72
57,115,7,15,22,32,38,43,47,54,54,87,67,56
57,116,17,26,36,52,59,64,70,77,79,101,73,79
57,117,7,16,22,32,38,45,51,61,59,91,64,62
57,118,11,22,32,46,51,55,60,68,68,95,67,69
57,119,7,14,20,29,37,46,52,61,61,88,65,62
57,120,16,25,32,44,49,53,58,65,66,105,79,66
57,121,16,25,34,48,54,56,60,67,68,106,77,68
57,122,15,24,33,46,51,54,58,64,64,104,78,65
57,123,16,25,35,48,53,59,63,70,71,103,75,71
57,124,11,19,28,39,45,57,62,70,70,91,66,70
57,125,11,17,25,35,41,50,55,62,65,92,70,63
58,1,28,28,32,36,42,49,52,60,61,50,40,59
58,2,4,8,11,11,20,40,46,54,44,34,20,53
58,3,2,3,5,4,9,23,27,29,28,16,10,30
58,4,3,4,6,5,10,27,32,32,36,19,10,36
58,5,15,16,16,16,23,35,38,40,49,32,24,43
58,6,24,24,26,29,33,41,45,45,54,37,31,45
58,7,68,55,50,47,48,50,50,50,56,33,32,52
58,8,7,6,8,6,13,37,46,48,52,11,5,50
58,9,3,3,6,4,11,29,35,36,35,12,6,38
58,10,26,16,15,14,20,33,39,35,58,20,15,43
58,11,62,50,51,51,56,61,65,68,82,63,56,70
58,12,23,25,28,25,24,34,38,45,48,16,14,40
58,13,13,18,23,25,32,39,43,46,51,38,29,47
58,14,15,8,11,11,18,41,50,53,62,23,16,55
58,15,12,4,7,6,21,33,39,42,47,37,27,42
58,16,27,29,32,32,32,35,36,36,47,28,24,35
58,17,39,39,49,59,59,60,60,66,69,77,77,62
58,18,23,26,26,28,30,33,36,39,52,55,54,41
58,19,17,20,20,20,28,35,37,39,44,50,38,39
58,20,17,24,27,24,28,34,37,41,48,56,49,41
58,21,4,5,7,9,14,27,32,38,41,30,20,37
58,22,8,8,11,10,12,25,29,29,38,23,16,32
58,23,0,2,5,4,9,26,30,32,35,16,8,33
58,24,1,3,6,4,10,27,31,35,33,16,8,34
58,25,0,2,4,2,8,24,29,31,34,10,5,31
58,26,0,2,5,3,8,24,28,33,30,12,6,31
58,27,0,2,5,4,9,23,27,28,29,18,10,28
58,28,0,3,5,5,10,22,25,28,27,19,12,27
58,29,0,3,5,5,11,23,28,31,31,21,13,31
58,30,7,13,15,17,23,35,38,44,44,45,33,45
58,31,1,3,5,4,10,29,35,38,36,17,9,39
58,32,0,2,5,4,10,29,34,36,38,16,8,36
58,33,6,15,18,25,29,35,39,43,42,56,43,43
58,34,0,2,4,3,9,24,29,31,32,15,8,32
58,35,0,2,6,5,13,30,36,39,36,22,12,40
58,36,0,3,5,5,10,25,30,34,36,20,11,33
58,37,1,4,7,9,15,30,35,38,40,27,16,39
58,38,0,2,5,4,10,25,29,33,31,16,9,32
58,39,0,2,5,4,10,24,29,32,32,17,8,32
58,40,3,8,12,18,25,32,38,39,47,53,32,43
58,41,0,2,5,4,10,24,27,32,33,18,10,31
58,42,2,5,9,11,20,31,35,38,44,36,22,42
58,43,3,6,11,14,20,31,36,42,42,40,25,42
58,44,5,10,15,20,27,39,44,49,48,54,35,51
58,45,4,9,13,19,27,37,43,48,49,57,34,49
58,46,1,7,12,14,22,37,43,50,47,45,28,49
58,47,2,4,8,11,16,26,31,35,38,30,20,35
58,48,1,4,8,8,14,26,30,38,39,28,17,34
58,49,6,11,17,22,32,51,58,67,66,73,48,67
58,50,5,10,16,19,32,55,64,73,76,76,46,75
58,51,6,12,17,27,35,49,56,66,69,75,47,68
58,52,2,6,8,10,15,24,27,34,33,31,20,31
58,53,2,5,7,8,14,22,25,26,28,31,21,30
58,54,6,10,16,22,33,54,62,71,76,76,45,72
58,55,7,12,18,24,34,52,59,67,69,76,48,69
58,56,7,11,16,23,34,44,50,58,68,78,51,61
58,57,6,10,14,21,27,35,39,43,53,53,38,46
58,58,5,9,14,20,27,39,45,53,61,61,37,56
58,59,7,14,20,27,35,48,55,62,64,72,47,62
58,60,4,8,13,17,24,31,34,39,41,43,29,41
58,61,8,13,19,24,36,52,57,66,71,78,49,67
58,62,6,11,16,23,33,44,49,60,63,69,43,59
58,63,6,11,17,23,31,43,50,60,63,66,41,60
58,64,6,8,13,19,26,37,43,50,58,66,43,51
58,65,7,11,16,22,31,46,52,60,65,71,44,62
58,66,5,9,14,17,28,47,54,62,66,70,43,63
58,67,20,30,39,52,64,70,74,81,86,92,65,83
58,68,8,13,19,26,35,55,64,70,70,78,50,72
58,69,8,12,17,24,32,40,45,52,56,72,50,54
58,70,8,12,17,24,31,44,50,58,61,75,49,59
58,71,6,10,16,22,30,39,46,56,57,72,44,57
58,72,9,13,18,25,32,43,49,55,57,70,48,56
58,73,9,15,20,29,36,49,56,63,63,80,60,64
58,74,12,18,24,33,40,52,59,67,69,90,60,68
58,75,9,11,16,24,32,44,49,57,61,81,50,59
58,76,6,10,14,20,28,39,44,52,54,77,51,54
58,77,7,12,17,23,32,43,49,58,61,72,46,58
58,78,17,27,37,50,63,73,79,87,88,89,60,88
58,79,7,14,19,28,35,47,52,61,66,75,49,62
58,80,12,15,21,32,39,53,61,73,75,87,57,72
58,81,11,16,23,31,48,60,66,71,64,78,56,74
58,82,5,10,15,19,27,48,54,63,62,66,43,62
58,83,8,16,22,32,39,48,54,67,65,86,54,66
58,84,6,13,18,26,32,40,45,52,53,82,53,52
58,85,2,8,14,19,28,47,53,62,61,74,46,62
58,86,2,9,19,21,35,55,64,66,83,73,45,74
58,87,5,13,21,30,36,44,49,55,55,75,51,56
58,88,7,13,18,23,29,39,43,49,50,60,46,49
58,89,6,13,20,28,37,52,58,69,62,83,52,69
58,90,0,6,12,16,24,41,47,56,55,72,46,56
58,91,6,18,27,37,43,52,55,64,62,85,63,62
58,92,7,14,22,31,37,49,58,64,73,90,70,66
58,93,4,11,17,23,32,46,50,58,57,68,50,58
58,94,5,12,19,25,32,54,60,70,64,71,51,68
58,95,4,11,18,23,31,51,59,68,64,71,47,67
58,96,2,8,13,18,26,40,46,53,50,70,45,53
58,97,6,16,23,34,36,38,42,49,47,89,72,49
58,98,7,17,25,37,40,46,50,58,59,90,64,58
58,99,5,14,22,28,37,51,57,64,69,86,56,65
58,100,5,14,21,29,37,49,54,63,64,87,58,63
58,101,6,15,23,35,41,50,56,65,63,87,60,63
58,102,6,15,22,31,39,54,61,67,66,81,53,67
58,103,9,17,26,37,45,58,63,71,72,86,64,70
58,104,7,16,24,36,40,49,54,61,60,89,68,63
58,105,14,21,29,41,44,49,53,60,59,100,74,61
58,106,15,24,31,44,48,52,56,64,64,103,76,65
58,107,6,12,18,26,35,47,53,61,62,89,63,62
58,108,12,23,31,45,51,58,63,74,68,94,66,72
58,109,3,12,17,27,33,38,44,52,52,80,61,54
58,110,10,19,27,40,47,58,64,72,72,80,55,73
58,111,14,22,28,39,43,47,52,59,57,99,79,60
58,112,7,15,21,33,38,42,48,54,53,89,68,56
58,113,2,10,16,24,33,44,51,58,60,78,51,59
58,114,8,16,23,32,41,51,57,65,66,93,63,67
58,115,7,16,24,37,41,47,51,58,58,91,66,60
58,116,8,15,21,30,38,48,55,59,63,94,63,63
58,117,6,12,18,27,34,42,46,53,52,86,64,53
58,118,8,16,24,33,40,48,53,58,59,87,65,59
58,119,10,19,27,40,44,48,52,58,59,95,70,60
58,120,10,19,28,41,45,50,55,59,61,95,69,63
58,121,6,12,18,28,35,56,64,73,68,85,54,72
58,122,12,23,35,50,56,62,68,76,78,100,70,76
58,123,13,26,37,55,62,67,72,81,81,105,73,82
58,124,13,25,36,52,58,63,68,76,76,105,75,77
58,125,11,20,29,42,50,62,69,75,75,86,60,78
59,1,2,3,5,4,8,19,22,23,24,12,7,24
59,2,13,13,17,17,31,57,66,64,64,45,32,73
59,3,1,3,5,4,9,22,26,29,28,14,8,29
59,4,2,3,5,4,8,20,25,26,27,13,7,27
59,5,9,14,18,20,27,41,47,55,57,49,33,54
59,6,6,8,11,12,20,37,42,49,50,23,13,49
59,7,38,43,45,46,48,51,53,53,66,54,50,58
59,8,40,32,31,32,33,42,45,42,46,23,16,45
59,9,4,5,7,5,13,38,48,50,53,12,5,53
59,10,10,14,16,18,30,48,53,60,59,37,27,58
59,11,73,63,58,53,56,56,55,57,71,52,51,55
59,12,5,7,10,10,17,39,43,45,47,23,15,48
59,13,1,2,5,3,8,23,28,30,36,12,7,30
59,14,44,46,47,52,59,64,68,74,76,81,76,74
59,15,1,2,4,3,8,22,27,28,32,11,6,29
59,16,33,35,32,30,34,35,38,31,52,41,41,40
59,17,29,31,38,42,45,47,48,51,61,75,77,52
59,18,27,29,32,38,42,44,46,51,57,74,71,52
59,19,17,17,14,16,23,35,38,35,47,55,40,43
59,20,6,4,5,4,8,22,27,28,33,14,10,30
59,21,29,28,22,16,17,19,20,19,26,26,20,20
59,22,29,26,24,23,29,31,32,31,59,51,47,36
59,23,2,4,7,6,12,26,31,34,32,20,12,34
59,24,0,2,4,3,9,23,28,31,33,13,7,31
59,25,0,2,4,3,10,27,32,34,35,13,6,34
59,26,0,2,5,4,9,24,27,31,30,15,8,29
59,27,0,2,5,4,10,25,28,31,31,16,9,31
59,28,0,3,5,5,10,27,31,34,34,18,10,34
59,29,0,2,5,4,10,24,28,32,30,16,9,29
59,30,0,3,5,3,9,30,37,41,42,12,7,40
59,31,0,2,4,3,9,27,32,35,37,11,5,34
59,32,0,2,4,3,9,25,29,31,31,13,7,32
59,33,1,3,5,5,10,25,30,32,35,17,9,33
59,34,0,1,4,3,8,24,29,33,31,12,6,31
59,35,0,2,5,4,11,26,31,37,34,18,10,34
59,36,0,2,6,6,12,26,30,35,36,23,12,34
59,37,0,2,5,5,10,25,30,34,33,21,11,34
59,38,0,2,5,5,12,28,32,35,35,19,10,35
59,39,0,2,5,4,10,24,29,32,31,18,9,32
59,40,0,2,5,4,9,23,27,31,30,17,10,31
59,41,3,6,9,10,16,29,35,41,42,42,25,40
59,42,6,12,16,26,31,36,42,46,51,66,45,48
59,43,0,4,6,7,12,22,26,29,30,22,13,29
59,44,0,3,5,6,10,23,27,32,32,19,11,32
59,45,3,7,11,15,21,30,35,41,40,41,25,41
59,46,3,7,12,17,23,30,34,39,46,52,34,40
59,47,2,6,10,13,20,27,31,36,36,39,24,37
59,48,0,3,5,6,10,22,26,28,30,19,13,29
59,49,4,9,15,19,31,50,59,69,72,73,43,71
59,50,3,6,10,13,21,31,37,42,42,44,26,43
59,51,6,10,15,18,31,55,65,73,80,75,44,77
59,52,5,9,15,17,30,48,54,64,67,68,39,64
59,53,4,6,10,12,18,27,31,35,41,40,26,37
59,54,6,10,14,18,27,38,42,48,48,59,40,50
59,55,6,10,16,21,32,43,48,51,62,69,42,59
59,56,4,7,11,15,22,32,38,43,44,50,32,45
59,57,6,11,15,21,29,41,47,55,56,62,39,55
59,58,6,10,15,19,30,46,53,60,64,70,43,61
59,59,5,7,11,16,22,31,35,41,50,47,31,42
59,60,7,12,18,25,34,45,51,57,60,73,47,58
59,61,6,11,16,20,31,46,52,57,63,64,38,61
59,62,7,12,16,23,32,44,50,59,61,71,45,58
59,63,4,9,14,18,24,32,36,43,50,46,33,43
59,64,4,9,12,17,24,32,37,40,44,45,30,43
59,65,4,8,13,17,23,31,36,42,43,46,31,42
59,66,9,15,20,29,38,50,57,65,68,83,55,66
59,67,9,14,20,29,37,50,57,63,67,85,56,66
59,68,10,15,21,31,39,49,54,63,70,88,58,65
59,69,8,14,18,26,35,51,60,67,69,82,52,69
59,70,4,9,14,18,27,36,41,48,51,57,37,50
59,71,7,11,16,23,31,38,43,50,49,62,42,51
59,72,7,11,15,21,26,33,38,44,45,60,43,45
59,73,6,9,13,19,23,29,33,39,42,65,43,42
59,74,8,13,18,24,28,34,39,46,47,65,45,47
59,75,12,18,24,32,38,50,57,66,59,88,63,65
59,76,8,14,19,26,34,43,49,57,57,83,56,58
59,77,6,12,17,23,30,43,48,56,55,71,46,57
59,78,10,17,24,34,40,52,58,66,67,82,57,66
59,79,9,16,23,31,40,52,58,67,65,86,58,68
59,80,13,16,22,30,38,45,51,58,71,84,56,59
59,81,8,13,17,24,31,42,48,56,57,80,52,57
59,82,8,15,21,28,36,47,52,61,62,81,54,60
59,83,9,14,20,27,33,45,52,61,61,81,54,60
59,84,3,10,16,24,30,38,44,51,56,74,51,53
59,85,3,9,15,23,30,40,44,52,52,73,45,52
59,86,4,8,14,20,27,42,49,58,52,59,37,58
59,87,9,15,19,24,28,40,43,47,51,50,42,46
59,88,7,13,20,25,33,43,48,50,52,60,48,52
59,89,7,13,16,20,26,33,37,39,47,42,34,39
59,90,4,8,15,17,26,43,49,57,53,45,36,56
59,91,6,11,18,24,35,48,55,64,60,79,52,62
59,92,6,14,21,32,40,47,53,60,61,88,61,60
59,93,11,24,33,49,53,57,62,71,67,96,70,71
59,94,5,10,17,24,31,41,46,52,54,70,48,52
59,95,2,8,14,19,27,38,45,53,50,74,47,53
59,96,4,11,17,24,33,43,48,55,53,79,49,56
59,97,4,10,17,23,30,39,43,53,48,76,49,50
59,98,6,14,21,30,35,40,44,52,50,83,59,52
59,99,7,17,24,37,41,46,51,58,60,90,63,59
59,100,9,18,27,38,43,50,55,62,63,96,71,63
59,101,11,21,30,44,48,50,54,62,62,97,73,62
59,102,6,14,21,32,39,53,58,65,64,82,55,66
59,103,10,18,26,40,45,52,57,66,64,89,67,67
59,104,9,18,27,39,44,49,53,60,60,91,68,61
59,105,4,8,14,20,28,42,48,57,55,82,56,56
59,106,3,8,14,20,28,40,47,54,55,75,50,56
59,107,6,12,18,27,34,46,52,60,59,89,60,60
59,108,10,16,23,37,46,52,58,68,67,95,68,68
59,109,6,15,23,35,39,43,48,55,53,84,63,56
59,110,9,17,26,37,45,56,62,69,67,83,59,71
59,111,13,22,29,41,47,56,61,69,66,96,73,70
59,112,6,15,22,33,37,43,48,55,56,90,64,57
59,113,5,11,16,23,30,42,49,57,56,80,53,57
59,114,10,18,26,38,46,55,60,68,68,82,57,69
59,115,6,13,19,27,34,45,50,57,58,86,56,58
59,116,8,17,24,35,40,45,49,59,56,92,69,58
59,117,10,19,26,38,43,47,51,58,57,97,77,59
59,118,10,18,25,35,42,56,62,66,68,87,65,70
59,119,8,15,22,33,40,45,50,57,59,90,63,59
59,120,5,12,18,23,30,40,45,51,55,82,55,53
59,121,8,15,23,34,44,60,66,73,76,88,57,75
59,122,11,21,32,46,54,61,67,75,76,98,68,76
59,123,11,23,34,52,59,67,73,83,82,104,71,83
59,124,12,24,35,52,58,65,70,79,80,103,71,79
59,125,7,13,19,26,37,51,57,65,67,90,59,65
60,1,3,4,5,4,8,17,19,20,20,12,7,21
60,2,6,5,6,4,9,22,25,26,28,12,8,27
60,3,1,3,6,4,11,26,29,32,31,15,9,32
60,4,2,3,5,4,8,20,25,25,27,13,8,27
60,5,5,5,8,8,15,33,38,41,43,28,17,43
60,6,5,5,7,6,13,28,33,31,37,17,10,36
60,7,10,13,18,25,34,42,47,48,50,51,39,53
60,8,48,53,51,45,46,47,49,48,66,29,27,47
60,9,4,4,7,7,12,34,42,48,52,15,8,47
60,10,6,6,9,7,14,37,45,47,47,12,7,50
60,11,64,63,67,69,71,72,74,81,90,91,87,80
60,12,29,35,38,35,41,43,45,46,59,25,21,49
60,13,0,2,4,3,8,24,30,31,30,11,6,32
60,14,34,40,44,48,48,50,53,60,56,68,69,58
60,15,21,27,28,26,26,30,30,26,37,24,22,29
60,16,24,27,31,35,38,44,46,45,55,71,70,48
60,17,25,29,33,38,41,43,43,46,52,60,63,45
60,18,39,31,31,32,38,38,39,36,67,41,41,40
60,19,30,33,37,41,43,47,49,49,55,63,63,50
60,20,17,19,18,14,14,15,15,16,19,20,17,14
60,21,30,31,35,40,46,50,53,57,72,86,77,60
60,22,9,5,8,8,15,32,35,35,37,30,22,39
60,23,1,2,6,4,10,28,32,36,37,16,9,36
60,24,5,8,10,9,20,36,42,42,42,31,18,44
60,25,0,2,4,2,7,24,29,32,32,10,5,32
60,26,0,2,4,3,7,22,26,29,31,14,7,28
60,27,0,3,6,5,10,25,30,35,34,18,10,33
60,28,0,3,7,5,13,31,35,38,35,20,11,39
60,29,1,3,5,6,11,26,30,31,33,23,13,33
60,30,0,2,4,4,10,22,25,27,27,19,11,27
60,31,1,3,7,7,13,25,28,33,32,25,15,32
60,32,0,3,6,6,12,24,28,31,31,23,14,31
60,33,0,2,4,4,10,26,30,33,32,15,7,33
60,34,0,2,5,5,11,26,30,33,33,20,11,33
60,35,0,3,5,6,11,25,30,32,34,20,11,33
60,36,1,4,8,9,17,31,36,37,38,32,19,40
60,37,0,2,5,5,11,28,33,36,34,17,9,36
60,38,0,1,4,3,9,21,25,30,34,17,8,28
60,39,0,2,5,5,10,22,26,30,31,18,10,29
60,40,0,2,4,4,10,26,32,34,34,18,9,34
60,41,0,3,5,5,11,25,31,35,34,19,11,33
60,42,0,2,4,4,11,25,29,32,33,17,9,32
60,43,0,3,6,6,11,25,31,36,34,20,11,34
60,44,1,4,7,9,13,23,27,32,36,27,17,31
60,45,1,4,8,10,18,31,34,39,38,30,19,39
60,46,1,4,7,8,13,26,30,34,35,26,16,35
60,47,2,7,10,15,20,27,31,36,37,37,24,37
60,48,2,7,12,16,22,28,32,41,42,50,32,39
60,49,3,8,13,18,27,38,44,54,55,62,36,54
60,50,5,10,16,21,29,43,49,58,59,65,40,59
60,51,3,7,10,12,19,29,33,40,39,36,24,41
60,52,6,11,17,22,33,49,56,62,66,68,42,65
60,53,5,9,14,15,28,45,52,56,54,63,37,63
60,54,4,9,13,17,21,27,31,39,42,45,31,38
60,55,6,10,16,20,31,43,50,55,58,70,45,59
60,56,5,9,14,21,29,40,46,51,53,64,40,54
60,57,7,10,16,19,27,41,46,51,56,61,42,53
60,58,5,11,16,24,31,39,45,55,53,67,41,55
60,59,6,10,15,22,30,41,46,56,61,64,40,56
60,60,1,3,6,6,11,20,22,27,27,21,13,26
60,61,6,10,15,20,30,48,54,62,58,68,43,64
60,62,9,16,22,32,39,50,54,64,68,77,54,64
60,63,9,14,19,27,37,49,56,63,71,89,59,65
60,64,7,13,20,24,37,57,64,73,79,87,53,75
60,65,6,11,16,22,31,41,47,54,60,64,39,56
60,66,7,13,18,25,36,51,57,66,70,79,47,67
60,67,8,13,18,28,35,44,51,59,66,85,54,61
60,68,8,13,19,25,36,52,59,67,69,81,51,67
60,69,25,33,44,58,76,86,92,100,103,100,67,103
60,70,7,13,18,26,32,39,44,51,55,78,50,53
60,71,8,12,17,21,29,40,45,51,51,64,45,53
60,72,8,13,18,23,30,42,46,52,51,74,52,53
60,73,13,22,31,41,46,56,61,69,67,94,70,69
60,74,7,12,16,22,29,39,44,51,51,78,53,52
60,75,7,12,16,23,30,36,40,48,47,65,43,47
60,76,6,10,14,20,26,32,36,44,42,62,41,43
60,77,6,11,15,20,27,38,42,50,48,70,52,51
60,78,8,15,20,27,34,47,53,62,59,82,54,63
60,79,5,11,16,23,30,37,43,52,50,65,41,53
60,80,6,11,15,20,27,38,43,50,50,79,51,52
60,81,7,12,17,24,31,41,46,54,54,80,51,54
60,82,9,17,22,30,36,47,53,59,60,87,57,63
60,83,7,12,18,24,32,41,47,55,54,69,42,56
60,84,3,10,16,24,31,37,42,49,48,71,49,52
60,85,3,9,14,22,30,38,43,49,54,71,49,50
60,86,5,9,16,24,30,40,45,53,48,52,44,48
60,87,5,11,19,25,30,41,48,53,55,55,39,56
60,88,3,9,16,25,31,44,49,55,52,57,40,54
60,89,13,19,24,31,35,41,45,49,53,61,49,52
60,90,5,10,16,24,30,40,45,55,48,79,53,53
60,91,5,12,18,25,31,44,50,56,56,69,46,57
60,92,3,9,15,20,29,43,48,55,56,76,50,56
60,93,9,21,30,43,48,53,57,67,67,90,68,67
60,94,4,10,18,20,33,53,60,68,65,74,49,67
60,95,2,9,16,21,28,36,41,48,46,67,45,49
60,96,4,11,16,23,30,41,46,56,51,79,54,53
60,97,5,12,18,25,32,44,50,57,56,76,50,58
60,98,5,16,24,36,43,50,54,62,61,83,58,62
60,99,9,20,29,43,46,51,56,63,64,99,69,64
60,100,10,21,29,42,46,49,53,63,60,95,71,61
60,101,5,17,23,35,40,47,53,62,60,90,64,63
60,102,12,21,29,43,48,53,58,65,65,93,66,66
60,103,7,14,22,32,38,44,50,60,58,91,64,60
60,104,11,21,30,46,49,52,56,66,64,102,74,65
60,105,8,16,24,35,44,52,58,68,69,96,68,68
60,106,7,15,21,30,37,44,49,55,56,91,67,57
60,107,9,15,22,32,39,47,53,60,59,89,60,61
60,108,9,15,22,35,42,46,51,56,61,91,71,60
60,109,8,18,26,37,42,45,49,54,56,89,70,56
60,110,8,17,25,40,44,49,54,63,60,93,72,62
60,111,8,15,22,31,40,53,59,67,67,77,55,68
60,112,6,12,19,24,33,44,50,57,59,78,49,59
60,113,5,11,17,25,33,44,50,57,59,86,56,59
60,114,5,11,16,23,33,48,55,62,64,85,56,64
60,115,5,11,16,24,30,38,43,49,51,81,54,49
60,116,5,11,17,24,31,42,48,54,53,83,56,55
60,117,4,8,13,18,27,39,45,50,53,77,54,52
60,118,7,14,21,30,38,50,55,62,62,98,69,62
60,119,9,17,24,34,42,51,55,60,62,87,64,63
60,120,3,8,14,21,30,44,51,57,59,83,54,59
60,121,11,21,30,43,47,51,56,61,64,95,72,64
60,122,12,22,32,48,54,60,65,74,74,99,74,75
60,123,11,21,32,45,52,60,66,73,77,98,68,74
60,124,11,23,34,49,56,63,67,77,75,100,71,76
60,125,6,12,17,24,33,47,53,61,60,89,60,62
61,1,5,5,6,4,9,19,22,24,24,11,6,24
61,2,2,3,5,4,9,25,28,28,30,13,7,31
61,3,2,4,6,5,11,27,31,32,35,15,9,33
61,4,4,3,6,5,10,27,32,32,34,17,10,35
61,5,4,5,7,7,13,27,32,32,35,21,12,35
61,6,7,10,8,8,12,19,20,20,22,20,14,22
61,7,3,3,4,4,9,19,21,24,31,16,10,24
61,8,40,30,33,36,39,41,43,43,53,39,39,44
61,9,17,20,23,25,30,36,42,42,55,47,46,46
61,10,5,8,11,10,17,38,47,51,50,15,9,52
61,11,27,19,16,14,26,40,49,54,56,23,15,55
61,12,50,49,52,55,56,58,59,62,71,47,46,62
61,13,2,3,5,3,8,26,31,34,34,10,5,34
61,14,24,27,31,36,40,45,48,53,54,66,56,53
61,15,56,49,43,35,34,34,35,34,42,25,26,32
61,16,56,58,44,42,41,42,42,38,51,31,28,38
61,17,22,26,31,36,38,37,39,41,51,58,60,41
61,18,23,27,33,37,39,40,41,47,53,66,67,46
61,19,22,26,33,40,42,43,44,48,54,67,67,47
61,20,20,26,35,44,47,48,50,53,56,80,79,54
61,21,29,31,31,34,36,36,37,40,50,59,59,39
61,22,20,17,18,15,22,32,36,34,47,38,33,39
61,23,2,3,6,4,11,28,33,34,34,21,12,35
61,24,13,12,15,16,25,35,39,41,45,43,39,43
61,25,18,18,16,19,22,25,28,25,44,34,33,27
61,26,1,4,7,7,10,30,37,42,49,19,12,45
61,27,5,6,9,11,17,29,34,38,46,30,20,38
61,28,1,3,6,6,12,26,29,32,32,22,13,32
61,29,0,2,5,4,10,24,27,30,29,18,11,30
61,30,0,2,5,4,10,22,26,30,30,17,9,29
61,31,0,2,5,5,10,23,27,28,30,19,11,29
61,32,0,2,5,4,11,26,31,34,34,16,9,34
61,33,0,2,5,4,9,25,30,32,31,17,8,33
61,34,0,2,5,4,10,27,32,34,35,14,6,35
61,35,0,2,5,5,11,26,30,33,32,20,11,33
61,36,0,2,5,5,12,28,33,34,36,18,10,36
61,37,0,2,5,5,12,29,34,36,36,20,11,37
61,38,6,12,17,24,32,42,47,55,54,66,44,56
61,39,0,3,6,5,12,25,30,32,32,21,12,32
61,40,2,6,10,12,17,28,32,36,37,34,20,36
61,41,0,3,6,7,13,28,32,36,35,25,14,36
61,42,0,4,10,12,20,31,35,41,44,31,17,40
61,43,1,4,7,9,14,25,29,33,35,29,19,35
61,44,1,4,6,7,14,24,28,32,34,27,16,32
61,45,2,6,10,13,19,28,32,38,37,43,26,38
61,46,1,5,9,11,19,30,33,38,42,41,24,40
61,47,3,9,13,19,21,30,35,42,47,46,29,42
61,48,2,6,10,12,18,30,35,44,44,38,24,41
61,49,3,8,13,17,23,32,37,43,41,44,28,43
61,50,4,8,12,17,25,36,40,49,47,51,31,48
61,51,5,10,15,20,28,37,43,54,45,64,40,53
61,52,2,5,8,10,14,24,27,33,33,26,16,32
61,53,5,8,12,17,25,35,40,51,51,63,37,49
61,54,4,8,12,17,24,31,37,44,52,59,34,45
61,55,6,10,15,22,31,42,48,58,63,71,42,59
61,56,7,13,20,28,36,49,55,63,69,78,47,67
61,57,6,11,17,22,32,45,52,62,62,68,41,59
61,58,6,10,16,22,32,42,47,56,59,69,43,54
61,59,6,11,16,19,31,45,52,62,67,71,44,63
61,60,7,11,15,22,29,38,43,51,60,55,36,52
