Category,LandType,ImageX,ImageY,Band01,Band02,Band03,Band04,Band05,Band06,Band07,Band08,Band8A,Band09,Band11,Band12
5,Snow,191,960,24.5,16.0,11.0,7.5,7.0,6.5,6.0,6.0,10.0,3.0,3.0,5.5
5,Snow,191,970,86.5,61.5,48.5,37.5,38.0,38.0,37.0,34.5,33.0,23.0,21.5,35.0
5,Snow,205,1219,77.0,77.5,79.5,79.5,80.5,80.5,82.5,83.0,94.5,49.5,47.0,84.5
5,Snow,205,1229,79.5,84.5,90.5,96.0,103.5,104.0,102.5,103.0,107.0,61.5,62.5,104.0
5,Snow,215,1219,66.5,56.0,43.5,32.5,33.5,33.0,35.0,30.5,33.5,15.0,14.0,32.0
5,Snow,215,1229,107.0,108.5,102.5,97.5,111.0,113.5,113.0,102.0,110.0,59.5,58.0,117.0
5,Snow,218,1262,70.0,78.5,85.0,92.0,94.0,96.5,97.5,104.5,106.5,84.5,82.5,101.0
5,Snow,218,1272,77.0,94.0,97.5,104.0,107.0,109.5,111.0,114.0,116.5,81.5,78.0,116.0
5,Snow,228,1262,82.0,105.5,109.5,112.5,106.0,107.0,108.5,126.0,122.5,123.0,115.5,118.5
5,Snow,228,1272,105.5,117.5,119.5,112.0,96.5,96.5,98.0,112.0,122.5,47.0,45.0,95.0
6,MountainRock,365,1212,29.0,32.5,37.5,44.0,45.5,47.5,50.0,52.5,67.5,80.0,79.0,55.5
6,MountainRock,365,1222,28.5,31.5,34.0,36.0,38.5,39.0,41.0,45.0,54.0,72.5,71.0,48.0
6,MountainRock,375,1212,23.0,25.5,28.5,33.0,36.0,37.0,39.0,44.5,49.5,71.5,71.5,45.5
6,MountainRock,375,1222,28.0,33.0,38.0,44.0,48.0,51.5,55.0,58.0,60.0,91.0,88.0,62.5
6,MountainRock,516,1334,36.5,43.5,47.0,52.5,55.5,58.5,61.0,68.5,70.0,101.5,89.0,68.5
6,MountainRock,516,1344,35.5,39.5,44.5,50.0,52.5,55.5,58.0,66.0,66.0,103.0,92.5,66.0
6,MountainRock,526,1334,37.0,42.0,46.0,50.5,54.0,55.5,58.5,63.5,64.0,95.5,87.0,63.5
6,MountainRock,526,1344,34.0,40.5,44.0,46.5,49.0,50.5,53.0,59.5,61.0,92.5,86.5,60.0
6,MountainRock,332,1203,21.5,27.5,35.0,41.5,44.5,45.0,45.5,47.5,52.5,66.0,67.5,48.5
6,MountainRock,332,1213,20.0,26.0,31.0,37.5,40.5,43.0,45.5,49.0,58.5,71.0,68.0,50.0
6,MountainRock,342,1203,22.5,27.0,33.0,38.0,40.5,41.5,42.5,45.0,54.5,64.5,64.5,46.0
6,MountainRock,342,1213,22.5,33.0,40.0,45.5,49.0,51.5,53.5,57.0,59.0,77.0,76.0,58.0
6,MountainRock,343,1119,21.0,23.0,26.5,30.5,32.0,33.0,34.0,35.5,43.5,50.5,53.0,35.0
6,MountainRock,343,1129,22.0,30.0,39.0,50.0,52.5,53.5,55.0,57.0,62.5,75.0,76.0,56.0
6,MountainRock,353,1119,21.5,27.0,30.0,34.0,34.5,36.0,37.0,40.0,45.0,58.0,60.5,39.0
6,MountainRock,353,1129,20.0,24.5,31.0,38.0,40.0,41.5,42.5,45.0,54.5,66.5,66.5,46.0
6,MountainRock,260,905,25.5,27.5,30.5,34.5,37.5,38.5,40.0,42.5,52.0,67.5,67.0,43.5
6,MountainRock,260,915,18.5,21.0,24.5,30.0,33.0,37.0,40.0,44.5,54.5,69.5,65.5,47.0
6,MountainRock,270,905,23.5,23.5,27.0,31.5,34.5,35.0,36.0,38.0,48.0,60.5,62.5,39.5
6,MountainRock,270,915,19.0,22.0,24.5,29.0,32.5,36.5,38.5,40.5,52.0,67.0,64.5,43.0
6,MountainRock,236,852,10.0,17.5,21.5,26.0,24.5,34.5,41.0,43.0,53.5,48.0,43.5,46.5
6,MountainRock,236,862,21.5,26.5,30.5,36.0,39.0,46.0,49.5,53.0,65.5,78.0,67.5,56.5
6,MountainRock,246,852,26.5,29.0,29.0,30.0,38.0,37.5,41.5,41.5,57.5,67.0,63.5,45.5
6,MountainRock,246,862,27.0,33.5,38.0,44.0,46.0,48.0,51.0,55.5,58.0,87.0,81.0,56.5
6,MountainRock,200,805,31.5,34.0,37.0,41.5,45.5,48.0,51.0,56.0,70.5,92.0,91.5,58.5
6,MountainRock,200,815,27.0,34.0,39.0,45.5,47.0,51.5,55.0,61.0,72.5,98.0,92.0,61.5
6,MountainRock,210,805,31.5,35.0,40.0,45.5,50.0,51.5,54.5,59.0,72.0,94.0,86.0,60.0
6,MountainRock,210,815,31.0,36.0,41.5,48.0,52.5,55.5,59.0,65.0,77.5,101.5,96.0,66.0
6,MountainRock,252,718,26.0,26.5,28.0,32.0,35.0,36.5,37.5,40.5,55.0,70.5,72.5,42.0
6,MountainRock,252,728,21.0,24.5,27.0,31.0,34.0,35.0,37.0,40.5,50.5,66.5,69.5,42.0
6,MountainRock,262,718,36.0,46.5,51.0,58.0,57.5,58.5,61.0,69.5,79.5,110.0,109.0,67.0
6,MountainRock,262,728,27.5,31.0,36.0,42.0,46.0,48.0,50.5,54.0,66.0,90.0,85.0,57.0
6,MountainRock,230,666,23.5,30.0,35.5,42.0,48.0,53.0,57.0,63.0,63.5,107.5,99.0,66.0
6,MountainRock,230,676,24.0,26.5,31.5,37.5,41.0,42.5,44.5,48.5,59.5,82.5,80.0,51.0
6,MountainRock,240,666,29.5,31.5,37.0,41.0,49.0,50.5,52.5,50.0,64.0,79.0,78.0,55.5
6,MountainRock,240,676,37.0,37.5,38.0,41.5,49.0,53.5,55.0,53.5,69.5,100.0,94.5,60.0
6,MountainRock,477,679,26.5,35.5,40.0,44.0,46.0,51.5,53.0,59.0,64.5,86.5,78.5,57.5
6,MountainRock,477,689,33.5,35.5,38.5,43.0,47.5,50.0,51.5,53.0,74.0,92.5,87.0,59.0
6,MountainRock,487,679,17.5,20.5,16.0,13.0,13.5,16.5,18.5,18.0,23.5,21.5,16.5,18.0
6,MountainRock,487,689,31.0,36.5,42.5,49.0,50.5,53.5,55.5,61.5,72.0,92.5,88.5,60.5
