Category,LandType,ImageX,ImageY,Band01,Band02,Band03,Band04,Band05,Band06,Band07,Band08,Band8A,Band09,Band11,Band12
1,Farmland,2202,1383,9.0,18.0,25.0,38.0,42.0,46.0,51.0,57.0,58.0,92.0,67.0,58.0
1,Farmland,2202,1388,9.0,17.0,24.0,37.0,41.0,44.0,48.0,54.0,55.0,90.0,66.0,55.0
1,Farmland,2202,1393,9.0,17.0,24.0,36.0,41.0,45.0,48.0,56.0,53.0,92.0,67.0,56.0
1,Farmland,2207,1378,11.0,19.0,25.0,36.0,41.0,43.0,48.0,53.0,57.0,98.0,76.0,56.0
1,Farmland,2207,1383,10.0,19.0,26.0,38.0,42.0,46.0,50.0,56.0,57.0,91.0,65.0,58.0
1,Farmland,2207,1388,9.0,18.0,26.0,37.0,43.0,46.0,50.0,57.0,56.0,90.0,66.0,56.0
1,Farmland,2207,1393,8.0,16.0,23.0,36.0,39.0,42.0,47.0,54.0,55.0,88.0,65.0,54.0
1,Farmland,2352,1042,12.0,22.0,33.0,48.0,57.0,64.0,69.0,77.0,79.0,90.0,64.0,78.0
1,Farmland,2352,1047,15.0,27.0,38.0,58.0,64.0,68.0,73.0,84.0,83.0,98.0,72.0,82.0
1,Farmland,2352,1052,14.0,25.0,36.0,54.0,62.0,68.0,74.0,82.0,84.0,97.0,70.0,85.0
1,Farmland,2352,1057,13.0,24.0,35.0,52.0,61.0,66.0,72.0,79.0,82.0,97.0,70.0,82.0
1,Farmland,2357,1042,10.0,18.0,27.0,38.0,50.0,61.0,67.0,77.0,77.0,84.0,58.0,77.0
1,Farmland,2357,1047,11.0,20.0,30.0,43.0,54.0,61.0,66.0,76.0,78.0,90.0,63.0,75.0
1,Farmland,2357,1052,14.0,24.0,34.0,53.0,61.0,68.0,74.0,88.0,85.0,98.0,68.0,83.0
1,Farmland,2357,1057,13.0,24.0,34.0,51.0,59.0,66.0,72.0,80.0,82.0,96.0,69.0,82.0
1,Farmland,2362,1042,12.0,23.0,34.0,50.0,58.0,67.0,73.0,80.0,83.0,93.0,64.0,83.0
1,Farmland,2362,1047,12.0,22.0,31.0,47.0,58.0,63.0,69.0,77.0,79.0,93.0,66.0,78.0
1,Farmland,2362,1052,13.0,23.0,34.0,50.0,60.0,66.0,73.0,82.0,80.0,94.0,65.0,82.0
1,Farmland,2362,1057,14.0,23.0,34.0,51.0,60.0,66.0,71.0,80.0,81.0,96.0,70.0,81.0
1,Farmland,2367,1042,12.0,23.0,33.0,51.0,59.0,65.0,70.0,79.0,80.0,94.0,67.0,80.0
1,Farmland,2367,1047,13.0,21.0,31.0,49.0,59.0,65.0,72.0,78.0,86.0,92.0,65.0,80.0
1,Farmland,2367,1052,13.0,25.0,37.0,56.0,63.0,68.0,75.0,86.0,83.0,96.0,68.0,85.0
1,Farmland,2367,1057,14.0,26.0,38.0,58.0,65.0,70.0,75.0,86.0,85.0,100.0,69.0,86.0
1,Farmland,2077,865,13.0,25.0,34.0,47.0,47.0,54.0,57.0,74.0,66.0,87.0,71.0,68.0
1,Farmland,2077,870,8.0,14.0,19.0,27.0,30.0,34.0,37.0,45.0,50.0,86.0,77.0,43.0
1,Farmland,2077,875,7.0,15.0,22.0,33.0,37.0,43.0,46.0,52.0,50.0,90.0,76.0,53.0
1,Farmland,2077,880,8.0,18.0,26.0,39.0,43.0,46.0,51.0,57.0,57.0,95.0,77.0,58.0
1,Farmland,2082,865,9.0,22.0,31.0,45.0,49.0,53.0,57.0,66.0,56.0,91.0,74.0,64.0
1,Farmland,2082,870,5.0,12.0,17.0,26.0,30.0,32.0,35.0,39.0,42.0,77.0,68.0,41.0
1,Farmland,2082,875,6.0,14.0,20.0,30.0,33.0,35.0,40.0,46.0,44.0,83.0,71.0,45.0
1,Farmland,2082,880,6.0,14.0,20.0,29.0,31.0,34.0,38.0,44.0,43.0,82.0,71.0,43.0
1,Farmland,2087,865,10.0,21.0,29.0,43.0,49.0,53.0,57.0,63.0,56.0,98.0,74.0,64.0
1,Farmland,2087,870,6.0,15.0,20.0,30.0,35.0,36.0,40.0,45.0,44.0,79.0,68.0,45.0
1,Farmland,2087,875,6.0,13.0,18.0,28.0,31.0,34.0,38.0,43.0,43.0,80.0,69.0,43.0
1,Farmland,2087,880,6.0,13.0,18.0,27.0,30.0,33.0,37.0,41.0,44.0,82.0,69.0,42.0
1,Farmland,2092,865,9.0,19.0,27.0,40.0,41.0,46.0,51.0,64.0,52.0,83.0,70.0,57.0
1,Farmland,2092,870,6.0,13.0,19.0,28.0,31.0,35.0,38.0,43.0,42.0,81.0,70.0,43.0
1,Farmland,2092,875,7.0,15.0,21.0,31.0,35.0,38.0,41.0,47.0,46.0,83.0,71.0,48.0
1,Farmland,2092,880,7.0,15.0,21.0,31.0,35.0,37.0,40.0,44.0,45.0,82.0,70.0,45.0
1,Farmland,2308,679,13.0,24.0,34.0,51.0,62.0,68.0,74.0,85.0,87.0,97.0,70.0,84.0
1,Farmland,2308,684,21.0,35.0,50.0,75.0,78.0,84.0,90.0,108.0,107.0,105.0,72.0,102.0
1,Farmland,2308,689,17.0,28.0,40.0,60.0,68.0,73.0,79.0,88.0,90.0,100.0,69.0,90.0
1,Farmland,2308,694,14.0,23.0,33.0,51.0,62.0,67.0,75.0,79.0,80.0,97.0,69.0,84.0
1,Farmland,2313,679,13.0,23.0,33.0,51.0,61.0,66.0,73.0,80.0,87.0,97.0,69.0,82.0
1,Farmland,2313,684,20.0,39.0,54.0,80.0,87.0,93.0,99.0,112.0,104.0,110.0,74.0,109.0
1,Farmland,2313,689,16.0,27.0,39.0,58.0,63.0,69.0,75.0,88.0,87.0,99.0,70.0,86.0
1,Farmland,2313,694,15.0,23.0,34.0,52.0,59.0,65.0,70.0,79.0,85.0,97.0,68.0,81.0
1,Farmland,2318,679,13.0,26.0,39.0,57.0,66.0,74.0,81.0,94.0,87.0,100.0,69.0,92.0
1,Farmland,2318,684,19.0,32.0,45.0,66.0,75.0,80.0,85.0,94.0,99.0,103.0,71.0,96.0
1,Farmland,2318,689,18.0,29.0,41.0,60.0,66.0,73.0,79.0,89.0,94.0,100.0,69.0,89.0
1,Farmland,2318,694,19.0,29.0,41.0,61.0,70.0,75.0,81.0,89.0,94.0,104.0,73.0,89.0
1,Farmland,2323,679,17.0,33.0,46.0,70.0,76.0,84.0,90.0,104.0,98.0,107.0,74.0,100.0
1,Farmland,2323,684,23.0,38.0,54.0,80.0,86.0,93.0,100.0,112.0,113.0,109.0,74.0,111.0
1,Farmland,2323,689,21.0,40.0,55.0,82.0,88.0,94.0,101.0,114.0,109.0,109.0,73.0,112.0
1,Farmland,2323,694,18.0,34.0,47.0,70.0,80.0,85.0,91.0,102.0,95.0,108.0,74.0,102.0
1,Farmland,2245,193,7.0,19.0,28.0,41.0,45.0,53.0,58.0,68.0,64.0,87.0,63.0,66.0
1,Farmland,2245,198,5.0,14.0,21.0,29.0,40.0,73.0,82.0,91.0,73.0,77.0,50.0,90.0
1,Farmland,2245,203,5.0,18.0,27.0,40.0,48.0,60.0,66.0,78.0,64.0,90.0,62.0,76.0
1,Farmland,2245,208,4.0,10.0,16.0,20.0,28.0,39.0,44.0,50.0,61.0,75.0,49.0,52.0
1,Farmland,2250,193,6.0,16.0,25.0,38.0,43.0,48.0,52.0,60.0,60.0,86.0,64.0,61.0
1,Farmland,2250,198,5.0,13.0,23.0,28.0,43.0,66.0,74.0,82.0,81.0,83.0,51.0,83.0
1,Farmland,2250,203,4.0,13.0,24.0,30.0,44.0,71.0,78.0,89.0,87.0,80.0,50.0,87.0
1,Farmland,2250,208,6.0,15.0,25.0,33.0,45.0,57.0,63.0,72.0,73.0,81.0,54.0,70.0
1,Farmland,2255,193,5.0,14.0,21.0,31.0,39.0,47.0,51.0,60.0,59.0,86.0,63.0,60.0
1,Farmland,2255,198,6.0,15.0,24.0,34.0,43.0,69.0,74.0,85.0,82.0,88.0,57.0,84.0
1,Farmland,2255,203,6.0,16.0,28.0,39.0,50.0,69.0,76.0,87.0,85.0,91.0,60.0,86.0
1,Farmland,2255,208,6.0,16.0,26.0,35.0,47.0,61.0,67.0,74.0,77.0,83.0,56.0,76.0
1,Farmland,2260,193,6.0,13.0,19.0,28.0,33.0,44.0,49.0,58.0,64.0,91.0,61.0,57.0
1,Farmland,2260,198,5.0,15.0,25.0,34.0,49.0,69.0,77.0,87.0,84.0,85.0,57.0,89.0
1,Farmland,2260,203,5.0,17.0,28.0,40.0,50.0,69.0,75.0,85.0,86.0,88.0,58.0,86.0
1,Farmland,2260,208,5.0,15.0,26.0,38.0,49.0,64.0,71.0,81.0,80.0,87.0,55.0,79.0
1,Farmland,1903,212,6.0,16.0,24.0,37.0,42.0,45.0,50.0,58.0,60.0,92.0,68.0,58.0
1,Farmland,1903,217,6.0,17.0,25.0,38.0,39.0,41.0,45.0,56.0,50.0,79.0,68.0,51.0
1,Farmland,1903,222,6.0,13.0,21.0,28.0,41.0,50.0,54.0,66.0,64.0,87.0,59.0,63.0
1,Farmland,1903,227,6.0,17.0,25.0,38.0,43.0,51.0,56.0,63.0,66.0,95.0,68.0,66.0
1,Farmland,1908,212,6.0,17.0,26.0,40.0,44.0,49.0,53.0,62.0,56.0,95.0,71.0,61.0
1,Farmland,1908,217,6.0,15.0,22.0,33.0,41.0,49.0,54.0,59.0,59.0,89.0,64.0,61.0
1,Farmland,1908,222,6.0,14.0,23.0,31.0,40.0,50.0,55.0,62.0,65.0,84.0,60.0,63.0
1,Farmland,1908,227,7.0,18.0,26.0,39.0,46.0,51.0,56.0,66.0,67.0,97.0,71.0,65.0
1,Farmland,1913,212,4.0,10.0,14.0,20.0,36.0,41.0,42.0,38.0,55.0,75.0,65.0,49.0
1,Farmland,1913,217,6.0,11.0,17.0,28.0,34.0,39.0,36.0,46.0,64.0,69.0,42.0,43.0
1,Farmland,1913,222,10.0,18.0,26.0,39.0,45.0,49.0,54.0,59.0,70.0,59.0,36.0,63.0
1,Farmland,1913,227,8.0,16.0,25.0,38.0,42.0,48.0,52.0,60.0,65.0,90.0,65.0,60.0
1,Farmland,1918,212,6.0,13.0,20.0,26.0,37.0,53.0,59.0,67.0,63.0,82.0,53.0,70.0
1,Farmland,1918,217,12.0,27.0,37.0,54.0,60.0,64.0,69.0,81.0,64.0,79.0,57.0,78.0
1,Farmland,1918,222,12.0,25.0,33.0,49.0,56.0,60.0,65.0,74.0,73.0,92.0,65.0,74.0
1,Farmland,1918,227,12.0,21.0,29.0,43.0,51.0,58.0,62.0,72.0,73.0,94.0,65.0,71.0
2,Grassland,1336,566,7.0,12.0,17.0,24.0,33.0,42.0,48.0,52.0,59.0,67.0,42.0,59.0
2,Grassland,1336,571,7.0,11.0,15.0,24.0,30.0,37.0,43.0,51.0,63.0,74.0,45.0,54.0
2,Grassland,1336,576,7.0,12.0,17.0,27.0,34.0,41.0,48.0,57.0,65.0,77.0,45.0,59.0
2,Grassland,1336,581,6.0,11.0,16.0,25.0,33.0,40.0,46.0,54.0,62.0,77.0,46.0,56.0
2,Grassland,1341,566,7.0,11.0,16.0,24.0,31.0,40.0,46.0,53.0,63.0,73.0,45.0,55.0
2,Grassland,1341,571,7.0,12.0,16.0,25.0,32.0,40.0,46.0,54.0,65.0,75.0,46.0,57.0
2,Grassland,1341,576,7.0,12.0,17.0,25.0,33.0,42.0,47.0,55.0,66.0,77.0,46.0,59.0
2,Grassland,1341,581,7.0,12.0,17.0,26.0,33.0,42.0,49.0,58.0,66.0,75.0,44.0,60.0
2,Grassland,1346,566,6.0,11.0,15.0,22.0,30.0,39.0,44.0,53.0,65.0,74.0,45.0,56.0
2,Grassland,1346,571,6.0,11.0,15.0,23.0,31.0,39.0,45.0,52.0,62.0,70.0,42.0,55.0
2,Grassland,1346,576,7.0,13.0,18.0,27.0,36.0,44.0,51.0,61.0,68.0,76.0,45.0,63.0
2,Grassland,1346,581,7.0,13.0,18.0,28.0,33.0,41.0,48.0,60.0,66.0,77.0,46.0,60.0
2,Grassland,1351,566,6.0,11.0,16.0,25.0,32.0,40.0,48.0,58.0,67.0,72.0,44.0,59.0
2,Grassland,1351,571,6.0,11.0,15.0,22.0,30.0,40.0,46.0,56.0,65.0,73.0,43.0,58.0
2,Grassland,1351,576,7.0,11.0,17.0,26.0,33.0,44.0,50.0,62.0,67.0,74.0,45.0,62.0
2,Grassland,1351,581,6.0,11.0,16.0,25.0,32.0,41.0,47.0,56.0,64.0,75.0,45.0,59.0
2,Grassland,1527,276,8.0,12.0,17.0,24.0,32.0,40.0,46.0,54.0,57.0,70.0,43.0,56.0
2,Grassland,1527,281,8.0,14.0,19.0,26.0,33.0,45.0,51.0,59.0,61.0,72.0,47.0,60.0
2,Grassland,1527,286,8.0,12.0,17.0,24.0,32.0,43.0,49.0,54.0,56.0,67.0,42.0,57.0
2,Grassland,1527,291,8.0,12.0,18.0,24.0,32.0,44.0,50.0,58.0,57.0,68.0,41.0,58.0
2,Grassland,1532,276,8.0,13.0,19.0,26.0,35.0,45.0,52.0,60.0,65.0,70.0,42.0,60.0
2,Grassland,1532,281,8.0,13.0,18.0,26.0,35.0,45.0,51.0,59.0,63.0,72.0,45.0,60.0
2,Grassland,1532,286,8.0,13.0,18.0,24.0,34.0,47.0,53.0,59.0,63.0,70.0,42.0,61.0
2,Grassland,1532,291,7.0,12.0,18.0,24.0,33.0,44.0,51.0,58.0,59.0,68.0,40.0,59.0
2,Grassland,1537,276,9.0,14.0,20.0,28.0,37.0,50.0,56.0,64.0,66.0,72.0,44.0,65.0
2,Grassland,1537,281,8.0,14.0,19.0,27.0,37.0,50.0,56.0,64.0,67.0,73.0,44.0,65.0
2,Grassland,1537,286,9.0,14.0,19.0,27.0,35.0,47.0,53.0,61.0,65.0,73.0,44.0,63.0
2,Grassland,1537,291,8.0,13.0,19.0,27.0,35.0,48.0,54.0,61.0,64.0,72.0,43.0,63.0
2,Grassland,1542,276,9.0,14.0,20.0,28.0,35.0,47.0,53.0,61.0,64.0,74.0,45.0,62.0
2,Grassland,1542,281,9.0,14.0,21.0,28.0,38.0,49.0,56.0,64.0,67.0,77.0,47.0,65.0
2,Grassland,1542,286,9.0,14.0,19.0,28.0,36.0,46.0,53.0,60.0,65.0,77.0,48.0,61.0
2,Grassland,1542,291,8.0,13.0,19.0,26.0,36.0,48.0,53.0,61.0,64.0,72.0,43.0,63.0
2,Grassland,706,509,3.0,7.0,10.0,16.0,22.0,28.0,34.0,42.0,43.0,58.0,35.0,44.0
2,Grassland,706,514,3.0,7.0,10.0,16.0,22.0,28.0,33.0,42.0,43.0,54.0,34.0,44.0
2,Grassland,706,519,4.0,7.0,11.0,18.0,22.0,27.0,32.0,39.0,42.0,60.0,37.0,41.0
2,Grassland,706,524,5.0,11.0,16.0,24.0,29.0,35.0,40.0,51.0,50.0,73.0,44.0,49.0
2,Grassland,711,509,4.0,8.0,12.0,19.0,25.0,32.0,37.0,46.0,43.0,61.0,38.0,47.0
2,Grassland,711,514,3.0,8.0,11.0,18.0,22.0,28.0,32.0,40.0,42.0,56.0,35.0,43.0
2,Grassland,711,519,3.0,7.0,11.0,18.0,23.0,29.0,34.0,44.0,43.0,61.0,36.0,45.0
2,Grassland,711,524,4.0,10.0,15.0,24.0,28.0,33.0,38.0,47.0,50.0,77.0,47.0,48.0
2,Grassland,716,509,4.0,9.0,13.0,22.0,26.0,32.0,37.0,45.0,49.0,65.0,40.0,46.0
2,Grassland,716,514,3.0,7.0,10.0,17.0,21.0,25.0,30.0,36.0,39.0,63.0,38.0,38.0
2,Grassland,716,519,3.0,6.0,9.0,15.0,21.0,28.0,31.0,38.0,42.0,59.0,35.0,39.0
2,Grassland,716,524,4.0,9.0,13.0,20.0,26.0,31.0,36.0,43.0,50.0,69.0,42.0,44.0
2,Grassland,721,509,4.0,9.0,14.0,20.0,28.0,37.0,43.0,51.0,58.0,69.0,42.0,51.0
2,Grassland,721,514,4.0,11.0,16.0,25.0,32.0,39.0,44.0,53.0,53.0,76.0,49.0,53.0
2,Grassland,721,519,3.0,9.0,13.0,21.0,26.0,32.0,37.0,45.0,43.0,68.0,40.0,46.0
2,Grassland,721,524,4.0,9.0,13.0,20.0,25.0,32.0,36.0,44.0,51.0,70.0,43.0,45.0
2,Grassland,603,52,10.0,17.0,23.0,30.0,33.0,41.0,46.0,57.0,63.0,74.0,50.0,55.0
2,Grassland,603,57,8.0,13.0,17.0,25.0,32.0,43.0,48.0,56.0,64.0,71.0,49.0,58.0
2,Grassland,603,62,9.0,13.0,17.0,24.0,32.0,38.0,41.0,47.0,58.0,74.0,49.0,48.0
2,Grassland,603,67,10.0,15.0,20.0,27.0,33.0,38.0,44.0,49.0,56.0,77.0,52.0,50.0
2,Grassland,608,52,11.0,16.0,21.0,31.0,34.0,41.0,44.0,52.0,59.0,79.0,52.0,51.0
2,Grassland,608,57,9.0,16.0,23.0,34.0,41.0,48.0,53.0,62.0,67.0,82.0,53.0,63.0
2,Grassland,608,62,10.0,15.0,19.0,27.0,34.0,43.0,47.0,54.0,65.0,79.0,52.0,56.0
2,Grassland,608,67,10.0,15.0,20.0,29.0,35.0,42.0,47.0,53.0,63.0,77.0,50.0,55.0
2,Grassland,613,52,12.0,19.0,24.0,33.0,40.0,46.0,50.0,56.0,63.0,86.0,59.0,57.0
2,Grassland,613,57,12.0,16.0,21.0,30.0,36.0,42.0,46.0,52.0,58.0,82.0,56.0,53.0
2,Grassland,613,62,11.0,16.0,20.0,28.0,35.0,41.0,45.0,49.0,59.0,83.0,55.0,52.0
2,Grassland,613,67,11.0,17.0,21.0,31.0,37.0,44.0,49.0,56.0,60.0,81.0,52.0,57.0
2,Grassland,618,52,11.0,16.0,20.0,27.0,32.0,37.0,40.0,45.0,53.0,77.0,53.0,47.0
2,Grassland,618,57,13.0,18.0,24.0,33.0,40.0,46.0,51.0,56.0,62.0,86.0,59.0,57.0
2,Grassland,618,62,13.0,19.0,24.0,33.0,38.0,42.0,46.0,50.0,59.0,84.0,60.0,52.0
2,Grassland,618,67,12.0,18.0,22.0,31.0,36.0,42.0,48.0,53.0,58.0,79.0,55.0,54.0
2,Grassland,365,182,10.0,15.0,20.0,29.0,37.0,46.0,51.0,58.0,60.0,76.0,50.0,59.0
2,Grassland,365,187,10.0,14.0,19.0,26.0,31.0,36.0,39.0,44.0,54.0,74.0,52.0,46.0
2,Grassland,365,192,10.0,14.0,19.0,27.0,32.0,38.0,43.0,47.0,52.0,80.0,53.0,50.0
2,Grassland,365,197,10.0,15.0,20.0,28.0,33.0,39.0,44.0,50.0,55.0,79.0,55.0,50.0
2,Grassland,370,182,10.0,14.0,18.0,25.0,30.0,37.0,42.0,46.0,56.0,75.0,52.0,47.0
2,Grassland,370,187,9.0,13.0,18.0,24.0,30.0,35.0,40.0,44.0,56.0,76.0,52.0,46.0
2,Grassland,370,192,10.0,15.0,20.0,29.0,35.0,42.0,47.0,56.0,55.0,79.0,55.0,56.0
2,Grassland,370,197,9.0,15.0,20.0,28.0,35.0,42.0,47.0,53.0,61.0,79.0,54.0,55.0
2,Grassland,375,182,9.0,15.0,19.0,27.0,33.0,40.0,44.0,52.0,56.0,76.0,52.0,52.0
2,Grassland,375,187,9.0,15.0,20.0,28.0,34.0,42.0,48.0,54.0,59.0,81.0,54.0,55.0
2,Grassland,375,192,9.0,14.0,19.0,28.0,35.0,41.0,46.0,53.0,60.0,81.0,54.0,54.0
2,Grassland,375,197,10.0,15.0,20.0,28.0,36.0,43.0,48.0,53.0,60.0,83.0,55.0,55.0
2,Grassland,380,182,10.0,14.0,19.0,26.0,32.0,38.0,42.0,47.0,54.0,78.0,53.0,48.0
2,Grassland,380,187,9.0,14.0,19.0,27.0,33.0,39.0,43.0,49.0,54.0,78.0,54.0,50.0
2,Grassland,380,192,10.0,15.0,20.0,28.0,35.0,41.0,46.0,53.0,57.0,79.0,54.0,53.0
2,Grassland,380,197,10.0,15.0,20.0,27.0,32.0,37.0,40.0,48.0,53.0,78.0,55.0,47.0
2,Grassland,201,332,9.0,14.0,17.0,21.0,28.0,43.0,48.0,53.0,56.0,59.0,42.0,54.0
2,Grassland,201,337,9.0,13.0,16.0,20.0,28.0,43.0,48.0,55.0,57.0,59.0,43.0,55.0
2,Grassland,201,342,9.0,13.0,17.0,21.0,28.0,42.0,47.0,53.0,57.0,61.0,44.0,53.0
2,Grassland,201,347,11.0,16.0,20.0,25.0,31.0,41.0,45.0,51.0,56.0,73.0,54.0,51.0
2,Grassland,206,332,7.0,10.0,13.0,17.0,28.0,47.0,52.0,60.0,60.0,52.0,35.0,59.0
2,Grassland,206,337,9.0,12.0,15.0,19.0,28.0,43.0,49.0,55.0,57.0,58.0,42.0,54.0
2,Grassland,206,342,10.0,13.0,17.0,21.0,29.0,41.0,46.0,51.0,56.0,65.0,48.0,52.0
2,Grassland,206,347,11.0,15.0,19.0,24.0,32.0,42.0,46.0,52.0,60.0,71.0,52.0,52.0
2,Grassland,211,332,8.0,12.0,15.0,19.0,29.0,47.0,53.0,59.0,61.0,55.0,38.0,58.0
2,Grassland,211,337,11.0,14.0,17.0,22.0,30.0,44.0,49.0,53.0,59.0,60.0,44.0,56.0
2,Grassland,211,342,13.0,13.0,17.0,22.0,30.0,43.0,47.0,54.0,57.0,69.0,51.0,52.0
2,Grassland,211,347,10.0,15.0,19.0,24.0,31.0,45.0,50.0,57.0,61.0,66.0,48.0,58.0
2,Grassland,216,332,11.0,21.0,27.0,32.0,37.0,49.0,55.0,63.0,62.0,64.0,52.0,61.0
2,Grassland,216,337,10.0,15.0,18.0,22.0,29.0,45.0,50.0,54.0,58.0,63.0,46.0,56.0
2,Grassland,216,342,11.0,16.0,20.0,25.0,31.0,40.0,43.0,48.0,56.0,75.0,56.0,49.0
2,Grassland,216,347,11.0,17.0,21.0,27.0,34.0,43.0,48.0,55.0,60.0,73.0,54.0,56.0
2,Grassland,360,178,10.0,15.0,19.0,25.0,31.0,36.0,40.0,44.0,57.0,76.0,54.0,47.0
2,Grassland,360,183,10.0,15.0,19.0,26.0,31.0,37.0,40.0,48.0,56.0,73.0,50.0,46.0
2,Grassland,360,188,9.0,14.0,18.0,24.0,31.0,36.0,40.0,46.0,51.0,75.0,52.0,48.0
2,Grassland,360,193,10.0,15.0,19.0,26.0,32.0,39.0,43.0,49.0,58.0,77.0,53.0,51.0
2,Grassland,365,178,9.0,14.0,18.0,25.0,30.0,38.0,42.0,45.0,53.0,70.0,49.0,48.0
2,Grassland,365,183,9.0,14.0,18.0,25.0,32.0,41.0,47.0,49.0,57.0,73.0,50.0,53.0
2,Grassland,365,188,9.0,14.0,18.0,25.0,30.0,36.0,40.0,44.0,52.0,76.0,53.0,47.0
2,Grassland,365,193,9.0,14.0,18.0,26.0,30.0,37.0,41.0,47.0,52.0,76.0,53.0,47.0
2,Grassland,370,178,9.0,14.0,19.0,26.0,31.0,39.0,44.0,50.0,55.0,75.0,51.0,51.0
2,Grassland,370,183,9.0,15.0,20.0,27.0,33.0,41.0,45.0,50.0,59.0,75.0,52.0,52.0
2,Grassland,370,188,9.0,13.0,18.0,26.0,32.0,41.0,47.0,54.0,58.0,75.0,51.0,55.0
2,Grassland,370,193,10.0,15.0,20.0,27.0,34.0,43.0,48.0,54.0,60.0,80.0,54.0,56.0
2,Grassland,375,178,9.0,13.0,18.0,25.0,30.0,37.0,41.0,47.0,54.0,72.0,49.0,48.0
2,Grassland,375,183,10.0,14.0,18.0,25.0,30.0,38.0,44.0,47.0,55.0,76.0,52.0,49.0
2,Grassland,375,188,10.0,15.0,19.0,28.0,34.0,40.0,45.0,52.0,59.0,81.0,54.0,53.0
2,Grassland,375,193,9.0,15.0,20.0,29.0,34.0,40.0,45.0,52.0,59.0,81.0,54.0,54.0
2,Grassland,1393,586,6.0,11.0,15.0,24.0,32.0,43.0,49.0,57.0,56.0,65.0,38.0,58.0
2,Grassland,1393,591,6.0,11.0,16.0,25.0,34.0,43.0,49.0,56.0,59.0,62.0,36.0,61.0
2,Grassland,1393,596,6.0,11.0,15.0,23.0,32.0,44.0,50.0,58.0,65.0,72.0,42.0,60.0
2,Grassland,1393,601,7.0,12.0,16.0,25.0,32.0,40.0,45.0,55.0,63.0,76.0,45.0,56.0
2,Grassland,1398,586,6.0,12.0,16.0,26.0,34.0,42.0,49.0,58.0,65.0,71.0,42.0,59.0
2,Grassland,1398,591,5.0,11.0,15.0,24.0,32.0,40.0,47.0,53.0,62.0,61.0,36.0,57.0
2,Grassland,1398,596,6.0,10.0,15.0,23.0,32.0,42.0,48.0,57.0,65.0,65.0,38.0,59.0
2,Grassland,1398,601,6.0,11.0,15.0,23.0,31.0,40.0,46.0,54.0,62.0,73.0,43.0,56.0
2,Grassland,1403,586,6.0,12.0,17.0,26.0,34.0,44.0,50.0,57.0,62.0,58.0,35.0,60.0
2,Grassland,1403,591,6.0,11.0,16.0,25.0,31.0,40.0,46.0,53.0,59.0,63.0,38.0,54.0
2,Grassland,1403,596,6.0,11.0,16.0,25.0,34.0,43.0,49.0,59.0,66.0,72.0,43.0,61.0
2,Grassland,1403,601,6.0,12.0,17.0,26.0,34.0,41.0,47.0,58.0,58.0,65.0,40.0,59.0
2,Grassland,1408,586,6.0,12.0,16.0,27.0,34.0,43.0,48.0,59.0,60.0,62.0,39.0,61.0
2,Grassland,1408,591,6.0,10.0,15.0,24.0,31.0,39.0,45.0,51.0,61.0,62.0,37.0,53.0
2,Grassland,1408,596,6.0,10.0,15.0,23.0,30.0,39.0,44.0,56.0,63.0,59.0,35.0,56.0
2,Grassland,1408,601,5.0,9.0,15.0,21.0,27.0,34.0,39.0,46.0,46.0,49.0,31.0,48.0
2,Grassland,1347,844,6.0,11.0,16.0,23.0,33.0,45.0,53.0,63.0,67.0,73.0,42.0,65.0
2,Grassland,1347,849,6.0,11.0,16.0,24.0,33.0,42.0,48.0,60.0,65.0,75.0,42.0,59.0
2,Grassland,1347,854,6.0,12.0,18.0,29.0,36.0,46.0,52.0,61.0,66.0,87.0,52.0,62.0
2,Grassland,1347,859,7.0,13.0,18.0,26.0,34.0,43.0,50.0,61.0,68.0,84.0,50.0,62.0
2,Grassland,1352,844,5.0,9.0,14.0,21.0,29.0,36.0,42.0,52.0,61.0,54.0,34.0,52.0
2,Grassland,1352,849,5.0,10.0,14.0,22.0,29.0,37.0,43.0,51.0,51.0,58.0,38.0,53.0
2,Grassland,1352,854,5.0,9.0,13.0,20.0,27.0,36.0,41.0,46.0,52.0,49.0,32.0,49.0
2,Grassland,1352,859,6.0,10.0,15.0,24.0,31.0,38.0,45.0,54.0,59.0,74.0,42.0,58.0
2,Grassland,1357,844,5.0,10.0,15.0,24.0,32.0,43.0,49.0,59.0,65.0,70.0,40.0,61.0
2,Grassland,1357,849,7.0,13.0,18.0,26.0,37.0,48.0,55.0,66.0,73.0,88.0,53.0,67.0
2,Grassland,1357,854,7.0,12.0,18.0,27.0,39.0,50.0,58.0,68.0,76.0,81.0,47.0,70.0
2,Grassland,1357,859,7.0,12.0,17.0,26.0,36.0,46.0,54.0,65.0,71.0,79.0,45.0,67.0
2,Grassland,1362,844,6.0,11.0,15.0,23.0,31.0,41.0,46.0,53.0,51.0,55.0,34.0,57.0
2,Grassland,1362,849,4.0,10.0,16.0,23.0,33.0,40.0,46.0,55.0,50.0,54.0,32.0,56.0
2,Grassland,1362,854,5.0,10.0,15.0,23.0,29.0,37.0,43.0,51.0,54.0,56.0,34.0,51.0
2,Grassland,1362,859,5.0,9.0,16.0,23.0,28.0,36.0,40.0,49.0,55.0,50.0,33.0,50.0
2,Grassland,1287,597,8.0,15.0,21.0,29.0,39.0,52.0,60.0,70.0,74.0,87.0,55.0,72.0
2,Grassland,1287,602,8.0,13.0,18.0,25.0,35.0,47.0,55.0,64.0,71.0,85.0,54.0,66.0
